"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.3390/rs18101509","out","","","periphery","no","review of UAV embodied AI from autonomous remote sensing to task execution"
"doi:10.48550/arxiv.2508.01109","out","","","periphery","no","agent-induced representations for poverty mapping from satellite imagery and text"
"doi:10.5194/egusphere-egu26-18919","out","","","periphery","no","JupyterGIS: open-source geospatial analysis platform"
"doi:10.5281/zenodo.19489348","out","","","not-a-source","no","podcast episode on intelligence-community open-source wargaming, not geoscience"
"doi:10.5281/zenodo.22231751","out","","","periphery","no","progress report on the NSF Unidata Science Gateway for atmospheric sciences"
"arxiv:2604.24645","out","","","periphery","no","K-MetBench: benchmark for expert reasoning in Korean meteorology"
"arxiv:2405.02361","out","","","periphery","no","SAR-imagery target-classification technical report"
"doi:10.48550/arxiv.2603.27738","out","","","periphery","no","TianJi: autonomous AI meteorologist discovering atmospheric physical mechanisms"
"doi:10.5281/zenodo.21869193","out","","","not-a-source","no","speculative philosophical essay on AI and time ontology, not geoscience"
"doi:10.5281/zenodo.20364601","out","","","not-a-source","no","speculative 'quantum-neuromorphic' AI framework essay, not a genuine scholarly geoscience source"
"doi:10.5281/zenodo.21947567","out","","","not-a-source","no","political-philosophy thesis-book on militarism, not geoscience"
"doi:10.5194/epsc2026-1405","out","","","periphery","no","use of AI to find research gaps in terrestrial-analogue astrobiology research (planetary)"
"doi:10.5281/zenodo.18426244","out","","","not-a-source","no","buzzword-heavy 'quantum-inspired' deep-sea monitoring system description, not a genuine scholarly source"
"arxiv:2509.23141","out","","","periphery","no","Earth-Agent: agent-based approach unlocking Earth-observation task landscape"
"doi:10.5281/zenodo.20247743","out","","","not-geoscience","no","generic AI execution-governance architecture doctrine (TA-14), no geoscience"
"doi:10.5281/zenodo.20248387","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.5281/zenodo.20248541","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.5281/zenodo.20248827","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.5281/zenodo.20249120","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.5281/zenodo.20246250","out","","","not-geoscience","no","original TA-14 admissible-execution-architecture governance document, no geoscience"
"doi:10.5281/zenodo.20249219","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.1016/j.agrformet.2026.111157","out","","","periphery","no","AI-powered microclimate/yield-forecasting tools for agroforestry"
"doi:10.5281/zenodo.20256606","out","","","not-geoscience","no","further TA-14 governance-doctrine document, no geoscience"
"doi:10.13139/ornlnccs/3005125","out","","","periphery","no","MOSAIC-CONUS: multimodal multi-temporal Earth-observation embedding dataset"
"doi:10.2312/envir.20261006","out","","","periphery","no","Polyoracle: agent-assisted visual analysis of regional climate uncertainty"
"doi:10.3390/s26082370","out","","","periphery","no","implicit neural representation method for remote-sensing images"
"doi:10.2905/jrc.v3fkyj0","out","","","periphery","no","oEO-CPG: curated dataset benchmarking agentic openEO process-graph generation"
"title:aprototypeserviceforforestinventoryandhealthmonitoringusingendurancedronesandcitizenscienceforestpioneer","out","","","periphery","no","ForestPIONEER: drone- and citizen-science-based forest inventory and health monitoring"
"doi:10.3390/books978-3-7258-3972-8","out","","","not-agentic","no","general reprint volume on Big Data and AI applications, not a specific system"
"doi:10.5281/zenodo.19597589","out","","","periphery","no","aihydro-tools: open Python MCP server exposing computational hydrology tools to AI agents; scope (surface vs. subsurface hydrology) not confirmed as groundwater-specific"
"doi:10.5281/zenodo.20665124","out","","","not-geoscience","no","quantum-metrology theory essay, no geoscience"
"doi:10.5281/zenodo.19361844","out","","","not-a-source","no","podcast episode on geopolitical-conflict information monitoring, not geoscience"
"doi:10.3390/heritage9060233","out","","","not-geoscience","no","position paper on digital-twin 'world models' for cultural-heritage preservation, not geoscience"
"doi:10.5281/zenodo.20664654","out","","","not-geoscience","no","further quantum-metrology theory essay, no geoscience"
"doi:10.70593/978-93-7185-684-3","out","","","periphery","no","book on AI for water sustainability and climate adaptation in small island states"
"doi:10.5281/zenodo.19557405","out","","","not-a-source","no","a novel (Geometric Intelligence Case Study Novel series), not a scholarly source"
"arxiv:2509.22159","out","","","periphery","no","review of fifty years of SAR automatic target recognition"
"doi:10.5281/zenodo.17850341","out","","","not-a-source","no","non-scholarly speculative AI-infrastructure white paper, not geoscience"
"doi:10.5194/egusphere-egu25-7501","out","","","not-agentic","yes","debris-flow growth-process study, no AI/agent content"
"doi:10.1051/0004-6361/202346948","out","","","not-geoscience","yes","interstellar-ice laboratory astrophysics, no geoscience"
"doi:10.5281/zenodo.17962099","out","","","not-geoscience","yes","survey of AI-augmented engineering workflows in a robotics competition, not geoscience-specific"
"doi:10.4324/9781003317814-7","out","","","not-geoscience","yes","chapter on AI-driven misinformation in media, not geoscience"
"doi:10.1016/j.ecz.2026.100094","out","","","not-agentic","yes","review of Earth Critical Zone subsurface architecture, no system"
"doi:10.3390/toxics12070511","out","","","periphery","yes","GIS-based VOC air-quality analysis"
"doi:10.26701/ems.1270937","out","","","not-geoscience","yes","cutting-tool performance in aluminium machining, not geoscience"
"doi:10.25593/open-fau-2959","out","","","not-geoscience","yes","calcium aluminate cement hydration chemistry, materials science not geoscience"
"doi:10.1021/acsestwater.5c00672","out","","","not-agentic","yes","abiotic TCE oxidation/reduction groundwater-chemistry experiment, no AI/agent"
"doi:10.2139/ssrn.5520018","in","context","geological_modelling","","yes","LLM-powered data automation for 3D geological model updating, architectural-divergence and efficiency-effectiveness analysis; no abstract available, admitted on title specificity"
"doi:10.1021/acssuschemeng.6c03419","out","","","not-geoscience","yes","nanocrystalline copper sulfide synthesis chemistry, not geoscience"
"doi:10.55463/issn.1674-2974.50.3.5","out","","","not-agentic","yes","didactic-tool study for life/earth-science education, no system"
"doi:10.1201/9781003527794-3","out","","","not-geoscience","yes","ESG data-science textbook chapter, not geoscience-specific despite domain tag"
"doi:10.5194/egusphere-egu26-12073","out","","","not-agentic","yes","zero-shot RemoteCLIP application for landslide detection; foundation-model inference, no agent decision loop described"
"title:sorswomeninbsctowardsamachinelearningenhancedearthsystemmodelsexplorationacrossthencaractivities","out","","","periphery","yes","presentation on ML-enhanced Earth system models (NCAR)"
"doi:10.7939/83356","out","","","not-agentic","yes","electrical resistivity tomography survey of a buried-valley aquifer, no AI/agent content"
"doi:10.1016/j.isprsjprs.2025.03.028","out","","","periphery","yes","RSGPT: remote-sensing vision-language model and benchmark"
"doi:10.31635/ccschem.024.202404311","out","","","not-geoscience","yes","metal-organic-framework photocatalysis chemistry; 'CCS Chemistry' is the journal name, unrelated to carbon capture"
"doi:10.5281/zenodo.18144167","out","","","not-a-source","yes","non-scientific speculative unified-gravitational-theory manuscript, not geoscience"
"doi:10.1016/j.asmr.2023.100786","out","","","not-geoscience","yes","microdrilling technique for cartilage bone-marrow stimulation, sports medicine not geoscience"
"doi:10.5194/egusphere-egu25-15061","out","","","periphery","yes","OceanRep: foundation model for ocean dynamics"
"doi:10.48550/arxiv.2310.20633","out","","","not-geoscience","yes","commentary on the state of NLP research, not geoscience"
"doi:10.1021/acscatal.5c04227","out","","","not-geoscience","yes","nickel-catalyzed spirocyclization chemistry, not geoscience"
"doi:10.3390/ijgi13070255","out","","","not-agentic","yes","bibliometric analysis of the geoscience knowledge-graph literature, not a system"
"doi:10.5281/zenodo.21482379","out","","","not-geoscience","yes","amateur radio-astronomy analysis toolkit, not geoscience"
"doi:10.2118/224942-ms","out","","","not-agentic","yes","emulsion-based fracturing-fluid engineering study for geothermal reservoirs, no AI/agent content"
"doi:10.48550/arxiv.2607.06485","out","","","periphery","yes","adversarial attack on infrared remote-sensing vision-language models"
"doi:10.1007/s10812-025-01902-4","out","","","not-geoscience","yes","atmospheric-turbulence simulator for optical-beam physics, not geoscience"
"doi:10.48550/arxiv.2301.10343","out","","","periphery","yes","ClimaX: foundation model for weather and climate"
"doi:10.1016/j.geoai.2025.100023","out","","","not-agentic","yes","editorial introducing a themed issue on agent-driven AI in geotechnics; no abstract, no specific system"
"doi:10.2139/ssrn.5758817","in","context","geological_modelling","","yes","Geo Model Chat: knowledge-based Q&A system for petroleum reservoir geological modelling using LLMs; no abstract available, admitted on title specificity"
"title:statisticsfromspacesamplingschemeandcropdeterminationatgazaprovince","out","","","periphery","yes","satellite-based crop-area sampling statistics for food-security monitoring"
"doi:10.1155/2023/7104852","out","","","not-agentic","yes","spectral quasilinearization numerical method for soil transport modelling, no AI/agent"
"doi:10.1007/s11053-026-10750-8","out","","","not-agentic","yes","neuro-symbolic mineral-prospectivity-mapping model; no explicit LLM/agent decision loop described"
"doi:10.1016/j.cej.2023.147429","out","","","not-agentic","yes","review of ash chemistry in chemical-looping carbon capture, not a system"
"doi:10.1016/j.engfailanal.2026.110754","out","","","not-agentic","yes","stacked-ensemble model for post-earthquake masonry damage assessment; no abstract, no AI/agent content evident"
"doi:10.14483/23448393.23305","out","","","periphery","yes","deep-learning classification of lightning-strike transient signals"
"doi:10.1016/j.procir.2025.02.138","out","","","not-geoscience","yes","LLM-based voice interface for industrial manufacturing machines, not geoscience"
"doi:10.1109/tgrs.2026.3677346","out","","","periphery","yes","MM-DINO: universal remote-sensing image segmentation framework"
"title:quantifyingtheirrigationimpactwithgroundwaterinteractiononregionalclimateinchinabasedonwrfandregcm4","out","","","not-agentic","yes","WRF/RegCM4 regional climate-model study of irrigation-groundwater interaction, no AI/agent content"
"doi:10.1130/abs/2025am-11110","in","context","geological_modelling","","yes","ontology-guided construction of geoscience knowledge graphs using LLMs; no abstract available (GSA abstract), admitted on title specificity"
"arxiv:2608.26575","out","","","not-geoscience","yes","confidential-computing performance benchmarking on GPUs, not geoscience"
"doi:10.5281/zenodo.7534588","out","","","not-geoscience","yes","English-grammar teaching methods, not geoscience"
"doi:10.1109/inc457730.2023.10263084","out","","","periphery","yes","survey of hyperspectral satellite crop identification"
"doi:10.5281/zenodo.20958139","out","","","periphery","yes","K-means clustering land-cover classification of satellite imagery"
"doi:10.20944/preprints202402.1696.v1","out","","","not-agentic","yes","machine-learning feasibility study for archaeologically focused seismic interpretation, no AI/agent decision loop"
"doi:10.3390/ijgi15060258","out","","","periphery","yes","span-classification model for nested named-entity recognition in marine meteorological disaster texts"
"doi:10.1080/15325024.2025.2493956","out","","","not-geoscience","yes","psychological study of mindfulness and posttraumatic growth after the Turkey earthquakes, not geoscience"
"doi:10.5281/zenodo.19427919","out","","","not-a-source","yes","non-scientific speculative astrophysics manuscript, not geoscience"
"doi:10.1016/j.oregeorev.2026.107477","in","core","mining","","yes","LLM-assisted workflow harmonizing geological-unit codes and generalizing tectonic-unit-constrained maps with copper-occurrence overlay"
"doi:10.3390/met14010003","out","","","not-geoscience","yes","cerium-metal oxidation/combustion chemistry, not geoscience"
"doi:10.1029/2023jd040296","out","","","periphery","yes","cloud-feedback response modelling to abrupt solar/CO2 forcing"
"doi:10.5281/zenodo.21340141","out","","","not-geoscience","yes","labour/AI-knowledge humanities essay using 'stratigraphy' as metaphor, not geoscience"
"doi:10.1016/j.atmosenv.2024.120869","out","","","not-geoscience","yes","atmospheric-chemistry kinetics study, no abstract, not geoscience"
"title:understandingensothroughmathematicalmodels","out","","","periphery","yes","ENSO conceptual-model teaching materials"
"doi:10.5194/egusphere-egu26-9889","out","","","periphery","yes","laminar-flow oxidation reactor instrument for atmospheric organics"
"doi:10.5194/egusphere-egu26-9688","out","","","periphery","yes","data-driven framework for high-resolution land-surface boundary conditions"
"doi:10.1109/tgrs.2026.3656362","out","","","periphery","yes","FlexiMo: flexible remote-sensing foundation model"
"doi:10.69849/revistaft/fa10202410241337","out","","","not-geoscience","yes","coronary calcium score cardiology study; 'CCS' is a clinical score acronym, not carbon capture"
"doi:10.1007/s11081-023-09871-3","out","","","not-agentic","yes","mine-ventilation planning optimization study; no abstract, no clear LLM/agent signal"
