"identity_key","tier","system_id","url","title","authors","year","venue","source_type","subfield","subfield_secondary","task","agentic_techniques","architecture","base_model","tools_used","evaluation_method","baseline","held_out","data_type","reported_result","maturity_claimed","maturity_demonstrated","author_stated_limitations","code_availability","access_status","found_via"
"doi:10.48550/arxiv.2604.11945","core","AutoSurrogate","https://doi.org/10.48550/arxiv.2604.11945","AutoSurrogate: An LLM-Driven Multi-Agent Framework for Autonomous Construction of Deep Learning Surrogate Models in Subsurface Flow","Jiale Liu; Nanzhe Wang","2026","arXiv (Cornell University)","preprint","geoenergy_subsurface","","autonomous construction, training and deployment of deep-learning surrogate models for subsurface flow","tool-calling;code-execution;task-decomposition;role-specialisation;self-reflection","multi-agent-flat","not stated - candidate families named but no specific model, and all inference is performed on a locally deployed model","Optuna Bayesian hyperparameter optimisation, PyTorch training and checkpointing, data-profiling and GPU-memory-estimation utilities and diagnostic failure-detection tools","a 3D geologic carbon storage case with 1,000 SGeMS realizations simulated in GEOS, with surrogate accuracy compared against eight hand-designed architectures and three AutoML methods","UNet3D, ResUNet3D, RecurrentRUNet3D, Encoder-Decoder ConvLSTM, CNN-Transformer, U-DeepONet, FNO3D and U-FNO, plus Random Search, Optuna TPE and Hyperopt TPE","not stated","synthetic","pressure R2 of 0.9976 and CO2 saturation R2 of 0.9532, outperforming the best baseline at 0.9359 by 1.73 percentage points","the proposed framework establishes a new paradigm for surrogate modeling, shifting from manual and heuristic workflows to automated, scalable, and intelligent model construction","M1","there is no limitations section; the authors note only that residual errors concentrate near the plume boundaries where the saturation field changes rapidly","not stated","full-text","harvest"
"arxiv:2607.11084","core","NAIS","https://arxiv.org/abs/2607.11084","NVAITC AI Scientist: A Governed End-to-End Research System -- A Hypertension GWAS Case Study","Eddie Huang; Ken Ying-Kai Liao; Iven Fu; Yang-Hsien Lin; Chao-Shun Zhan; Andy Liao; Virginia Chen; Johnson Sun; Pika Wang; Richard Huang; Jiun-Cheng Jiang; Ting-Yuan Liu","2026","arXiv (Cornell University)","preprint","scientific_computing","","governed end-to-end execution of institutional biomedical analysis workflows under privacy constraints","tool-calling;code-execution;planning;human-in-the-loop;guardrails-validation","pipeline-with-agent","Nemotron-3 Super, 120B parameters, deployed on-premise","a Broker v2 API for SQL extraction, cohort materialization, GWAS and polygenic-risk-score pipelines and job launch and polling, plus PLINK2 and Kubeflow Pipelines on Kubernetes","a single-institution hypertension GWAS case study on a hospital cohort, with agent-derived phenotype labels and outputs compared against independently curated expert phenotypes and analyses","independently curated expert-led analyses","not stated","real-field","the strongest signal at FGF5 reaching minus log10 p of about 70, from a cohort of 286,422 individuals","These results demonstrate that governed agentic research systems can support scalable AI-assisted biomedical discovery while producing scientifically reliable outputs comparable to expert-led workflows.","M3","the authors state it is a single-institution case study, that the GWAS results constitute replication evidence rather than novel discovery, that a dataset of this size is insufficient for clinical-grade validation of drug-induced liver injury prediction, and that comparison between agent-derived labels and expert phenotypes revealed systematic discordance","not stated","full-text","harvest"
"arxiv:2604.02688","core","MatClaw","https://arxiv.org/abs/2604.02688","MatClaw: An Autonomous Code-First LLM Agent for End-to-End Materials Exploration","Chenmu Zhang; Boris I. Yakobson","2026","arXiv (Cornell University)","preprint","computational_discovery","","end-to-end materials exploration by writing and executing Python that orchestrates multiple simulation codes on HPC","code-execution;tool-calling;retrieval;self-reflection;memory;planning","single-agent","Claude Opus 4.6, GPT-5.4 and Gemini 3.0 Flash","Python execution with pymatgen, atomate2, jobflow-remote, ASE, DeePMD-kit and phonopy, driving VASP and LAMMPS backends on remote HPC clusters, with retrieval over domain source code","three end-to-end demonstrations on ferroelectric CuInP2S6 plus three multiple-choice question-answer benchmark suites comparing chunking methods, retrieval strategies and LLM providers","the no-RAG per-question error rate, which ranges from 5% to 30%","not stated","benchmark","per-step API-call accuracy of about 99% with retrieval-augmented generation, against a no-RAG per-question error rate of 5% to 30%","LLMs already handle code generation and scientific interpretation reliably, and the rapid improvement in their capabilities will accelerate materials discovery","M1","the authors state the agent consistently struggles with what they term tacit domain knowledge, including appropriate simulation timescales, equilibration protocols and sampling adequacy for phase transitions","https://github.com/cz2014/MatClaw","full-text","harvest"
"arxiv:2606.18425","core","pegasus-ai","https://arxiv.org/abs/2606.18425","From Specification to Execution: AI Assisted Scientific Workflow Management","Komal Thareja; Hamza Safri; Rajiv Mayani; Anirban Mandal; Ewa Deelman","2026","arXiv (Cornell University)","preprint","scientific_computing","","generating reviewable workflow specifications and executable workflow implementations for a workflow management system","code-execution;planning;guardrails-validation;self-reflection;tool-calling;human-in-the-loop","pipeline-with-agent","Claude Opus 4, OpenAI GPT-5.4 and Kimi K2.6","Pegasus workflow management system for planning, data staging, orchestration, provenance and fault recovery, HTCondor job execution and the pegasus-ai skills plugin","generated federated-learning medical-imaging workflows executed on a distributed HTCondor pool on the FABRIC testbed, assessed on execution success and structural quality in a 50-round experiment with 101 sub-workflows","expert manual implementation, described as taking an expert months to build","not stated","benchmark","101 sub-workflows and 2,679 jobs on GPUs at four sites completed in two days, work described as taking an expert months to build","Production-ready means the generated workflow executed end to end on the pool of Section IV.","M2","the authors state the evaluation covers one application and one workflow management system, and that future work will apply the methodology to other scientific workflows, workflow systems and AI coding agents to assess generality","https://github.com/pegasus-isi/medical-imaging-fl-workflow","full-text","harvest"
"arxiv:2512.23010","core","Masgent","https://arxiv.org/abs/2512.23010","Masgent: An AI-assisted Materials Simulation Agent","Guanghen Liu; Songge Yang; Yu Zhong","2025","arXiv","preprint","computational_discovery","","natural-language preparation, construction and analysis of DFT and machine-learning-potential simulation workflows for materials","tool-calling;task-decomposition;memory;guardrails-validation;human-in-the-loop;code-execution;simulator-in-the-loop","agent-plus-simulator","provider-selectable backends; which one produced the reported case studies is not stated","VASP input generation with SLURM job scripts, pymatgen, ASE, Icet, the Materials Project API, and the SevenNet, CHGNet, Orb-v3 and MatterSim machine-learned potentials","a workflow-preparation-speed benchmark over ten materials, a machine-learned-potential accuracy and speed benchmark against DFT references, and six case studies","manual scripting time of 1 to 3 hours per material, DFT-PBE reference calculations and literature values","no","synthetic","full workflows prepared for each system in under 30 seconds against 1 to 3 hours manually; machine-learned potentials deliver 1000 to 10000 times speedups relative to DFT","positioning it as a next-generation computational assistant capable of accelerating both exploratory and production-level materials simulations","M1","the authors state Masgent is intentionally designed to avoid autonomous decision-making in areas requiring physical judgment such as functional selection and convergence settings, that although it prepares complete workflows it does not execute VASP jobs or manage HPC queues, and that ambiguous prompts may still require user clarification","https://github.com/IMPDGroup/Masgent","full-text","harvest"
"doi:10.1016/j.taml.2025.100623","core","OpenFOAMGPT","https://doi.org/10.1016/j.taml.2025.100623","A status quo investigation of large-language models for cost-effective computational fluid dynamics automation with OpenFOAMGPT","Wenkang Wang; Ran Xu; Jingsen Feng; Qingfu Zhang; Sandeep Raj Pandey; Xu Chu","2025","Theoretical and Applied Mechanics Letters","peer-reviewed","solver_control","","natural-language setup and execution of OpenFOAM CFD cases, benchmarked across cheaper LLM backends","tool-calling;code-execution;retrieval;simulator-in-the-loop;self-reflection","agent-plus-simulator","OpenAI o1, GPT-4o, DeepSeek-V3, Qwen 2.5-Max and a locally deployed 4-bit quantised QwQ-32B on a single RTX 4090","the OpenFOAM v2406 runner and its solvers icoFoam, simpleFoam, buoyantBoussinesqSimpleFoam, interFoam, MPPICFoam and pimpleFoam, with case file generation","standard OpenFOAM cases run per model under zero-shot and retrieval-augmented conditions, scoring validity of generated setups plus token cost","the earlier OpenFOAMGPT built on GPT-4o and o1 with retrieval","no","benchmark","cost savings of up to two orders of magnitude compared to OpenAI o1, with per-case costs of roughly $0.25 to $0.67 for successful runs","the framework adeptly handles a range of flow configurations (including single- and multi-phase flow) in just a few iterations","M1","the authors state that locally deployed smaller models such as QwQ-32B struggled with generating valid solver files for complex processes, that zero-shot prompting commonly failed in simulations with intricate settings even for large models, and that challenges with boundary conditions and solver keywords stress the requirement for expert supervision","not stated","full-text","harvest"
"doi:10.48550/arxiv.2602.00185","core","QUASAR","https://doi.org/10.48550/arxiv.2602.00185","QUASAR: A Universal Autonomous System for Atomistic Simulation and a Benchmark of Its Capabilities","Faqing Yang; Jack D. Evans","2026","arXiv (Cornell University)","preprint","computational_discovery","","autonomous end-to-end atomistic simulation - planning, running and analysing DFT, machine-learning-potential, molecular dynamics and Monte Carlo workflows","tool-calling;code-execution;planning;task-decomposition;self-reflection;memory;role-specialisation;simulator-in-the-loop;guardrails-validation","multi-agent-hierarchical","gemini-3-flash-preview for all reported benchmark runs","Quantum ESPRESSO for DFT, MACE machine-learned potentials, LAMMPS for molecular dynamics, RASPA3 for Monte Carlo, plus ASE and pymatgen","a three-tiered benchmark suite of nine cases - routine tasks, multi-step workflows and frontier research tasks - with the top tier repeated twice for consistency","none; a capability comparison table against El Agente Quantum, DREAMS and LAMMPS-Agents rather than a head-to-head run","not stated","benchmark","CO2 in UiO-66 adsorption of 5.98 mmol/g at 298 K and 10 bar; a melting point of 928.70 K against a reference of 933.45 K","QUASAR, a production-level universal atomistic computation system","M2","the authors state that performance is bounded by the underlying domain knowledge of the chosen model, that LLM-induced errors often present as structurally coherent but numerically or physically unsound outputs, that the system does not support agent-driven HPC job submission, and that non-determinism affects reproducibility","https://doi.org/10.5281/zenodo.18409876","full-text","harvest"
"doi:10.48550/arxiv.2602.17886","core","El Agente Solido","https://doi.org/10.48550/arxiv.2602.17886","El Agente Sólido: A New Age(nt) for Solid State Simulations","Sai Govind Hari Kumar; Yunheng Zou; Andrew Wang; Jesús Valdés-Hernández; Tsz Wai Ko; Nathan Yue; Olivia Leng; Hanyong Xu; Chris Crebolder; Alán Aspuru-Guzik; Varinia Bernales","2026","arXiv (Cornell University)","preprint","computational_discovery","","autonomous design, execution and troubleshooting of solid-state first-principles Quantum ESPRESSO workflows","tool-calling;code-execution;planning;task-decomposition;role-specialisation;retrieval;memory;simulator-in-the-loop;self-reflection","multi-agent-hierarchical","not stated - the paper never names the LLM backbone","Quantum ESPRESSO with SLURM submission, Phonopy, the UMA and MACE machine-learned interatomic potentials, PORMAKE framework construction, and Materials Project and OQMD database queries","7 benchmarking exercises at two difficulty levels with 10 trials each, 70 trials in total, scored against chemist-written rubrics, plus four case studies","reference calculations performed by computational chemists and experimental thermal data","not stated","synthetic","an average score of 97.9% across 7 benchmarking exercises, each repeated at least 10 times","El Agente Solido exemplifies a rapid shift toward agentic computational chemistry","M1","the authors state future developments will focus on expanding methodological coverage to excited-state methods, explicit solvation and finite-field approaches, that PBE pseudopotentials systematically overestimate lattice constants, that the quasi-harmonic approximation does not capture magnon-phonon couplings, and that prior work rarely evaluated consistency and reproducibility across multiple trials","https://github.com/govlum/Benchmark_Results_El_Agente_Solido","full-text","harvest"
"doi:10.48550/arxiv.2504.08621","core","MooseAgent","https://doi.org/10.48550/arxiv.2504.08621","MooseAgent: A LLM Based Multi-agent Framework for Automating Moose Simulation","Tao Zhang; Zhenhai Liu; Yong Xin; Yongjun Jiao","2025","arXiv (Cornell University)","preprint","solver_control","","automated generation, execution and correction of MOOSE multiphysics simulation input files from a natural-language description","tool-calling;code-execution;task-decomposition;self-reflection;retrieval;role-specialisation;simulator-in-the-loop","multi-agent-flat","Deepseek-R1 for input-file generation and Deepseek-V3 for other modules","the MOOSE framework executables running the generated input decks, with FAISS and BGE-M3 retrieval over MOOSE documentation and more than 8,000 annotated example input files","nine test cases spanning heat conduction, elasticity, plasticity, porous media, phase change, phase field, fuel assembly and thermal-mechanical coupling, each repeated five times, scored by success rate and token cost with a retrieval ablation","none externally; an ablation with and without the retrieval knowledge base","not stated","synthetic","an average success rate of 93% at an average cost of less than 1 yuan per case, with plasticity the worst case at 60%","MooseAgent can largely automate the simulation process","M1","the authors report poor performance on plasticity at 60% success, that the LLM struggles selecting correct functions from the vast library, a lack of accuracy in MOOSE fundamentals such as function expressions and input card format, and the infinite-loop failure mode","https://github.com/taozhan18/MooseAgent","full-text","harvest"
"doi:10.1038/s41598-025-92337-6","core","MDAgent","https://doi.org/10.1038/s41598-025-92337-6","A fine-tuned large language model based molecular dynamics agent for code generation to obtain material thermodynamic parameters","Zhuofan Shi; Chunxiao Xin; Tong Huo; Yuntao Jiang; Bowen Wu; Xingyue Chen; Wei Qin; Xinjian Ma; Gang Huang; Zhenyu Wang; Jing Xiang","2025","Scientific Reports","peer-reviewed","computational_discovery","","generating, executing and refining LAMMPS molecular-dynamics code to obtain material thermodynamic parameters from natural-language requests","tool-calling;code-execution;fine-tuning;role-specialisation;human-in-the-loop;self-reflection;retrieval;simulator-in-the-loop","multi-agent-hierarchical","not stated - a fine-tuned LAMMPSLLM built with QLoRA, but the parent model is never named","LAMMPS, a Docker container for code execution, a curated LAMMPS script corpus and a user-facing interface","an expert user study in which participants specified molecular dynamics tasks in natural language, interactions were monitored and experts rated every task, plus comparison of the fine-tuned model against non-fine-tuned models of similar size","large models of similar size that had not been fine-tuned","not stated","synthetic","reduces the average task time by 42.22% compared to traditional models","MDAgent can effectively assist experts in semi-automating domain-specific tasks, serving as a valuable support tool.","M1","the authors state MDAgent is currently a semi-automated intelligent assistant because current local small-parameter LLMs are not yet sufficient to automatically run all complex codes","https://github.com/FredericVAN/PKU_MDAgent","full-text","harvest"
"doi:10.48550/arxiv.2504.06260","core","FEABench","https://doi.org/10.48550/arxiv.2504.06260","FEABench: Evaluating Language Models on Multiphysics Reasoning Ability","Nayantara Mudur; Hao Cui; Subhashini Venugopalan; Paul Raccuglia; Michael P. Brenner; Peter Nørgaard","2025","arXiv (Cornell University)","preprint","solver_control","","a benchmark plus a reference multi-agent baseline for LLMs that operate finite element analysis software through its API","tool-calling;code-execution;self-reflection;role-specialisation;retrieval;guardrails-validation;physics-solver-in-the-loop","multi-agent-hierarchical","Claude-3.5-Sonnet, GPT-4o, Gemini-1.5-Pro, Gemma-2-27B-IT, Gemma-2-9B-IT and CodeGemma-7B-IT","COMSOL Multiphysics via its Java API driven from Python through JPype and MPh, an annotated code-snippet retrieval tool and a model-tree comparison evaluator","FEABench Gold of 15 manually verified problems and FEABench Large of 200 algorithmically parsed problems from the COMSOL Application Gallery, scored on executability, whether a target value is exported, relative error and model-tree similarity","single-turn one-shot prompting of each model, plus ground-truth COMSOL code and target values","yes","benchmark","the best performing strategy generates executable API calls 88% of the time; only 2 of 15 FEABench Gold problems had a valid target computed in multi-turn agent mode","LLMs that can successfully interact with and operate FEA software to solve problems such as those in our benchmark would push the frontiers of automation in engineering.","M2","the authors state the benchmark is restricted to simpler geometries without CAD imports and to problems solving in under a minute, that the physics block is the hardest component, and that adding more human-verified problems would be valuable","not stated","full-text","harvest"
"doi:10.48550/arxiv.2603.03372","core","TritonDFT","https://doi.org/10.48550/arxiv.2603.03372","TritonDFT: Automating DFT with a Multi-Agent Framework","Zhengding Hu; Kuntal Talit; Zhen Wang; Haseeb Ahmad; Yichen Lin; Prabhleen Kaur; Christopher Lane; Elizabeth A. Peterson; Zhiting Hu; Elizabeth Nowadnick; Yufei Ding","2026","arXiv (Cornell University)","preprint","computational_discovery","","end-to-end automation of DFT calculations in Quantum ESPRESSO including Pareto-optimal selection of accuracy-versus-cost parameters","tool-calling;code-execution;planning;task-decomposition;role-specialisation;human-in-the-loop;guardrails-validation;simulator-in-the-loop","multi-agent-hierarchical","eight models benchmarked - GPT 5.2, GPT 5.1, GPT 4o, GPT 4o mini, Gemini 2.5 Pro, Gemini 2.5 Flash, Claude Opus 4.5 and Claude Sonnet 4.5","Quantum ESPRESSO v7.4 executables pw.x, ph.x, q2r.x and matdyn.x, with MPI/OpenMP launch and Slurm submission and a web user interface","DFTBench, comprising 73 unique crystalline materials with expert-curated convergence references costing over 500 CPU-hours, with pass rates per model across ten material categories and three energy-deviation targets","manual PhD-level expert execution at under one request per hour","not stated","benchmark","more than 10 times acceleration over manual expert execution, at a per-query LLM cost of roughly $0.01 to $0.44, with under 6% pass rate on magnetic materials","TritonDFT provides an open user interface for real-world usage","M2","the authors state performance degrades on more complex systems, particularly magnetic materials where all models exhibit pass rates below 6%, that the system is limited to Quantum ESPRESSO, and that band-gap extraction is problematic in smeared calculations","https://github.com/Leo9660/TritonDFT.git","full-text","harvest"
"doi:10.48550/arxiv.2506.05616","core","MAPPS","https://doi.org/10.48550/arxiv.2506.05616","Toward Greater Autonomy in Materials Discovery Agents: Unifying Planning, Physics, and Scientists","Zhou, Lianhao; Hongyi Ling; Keqiang Yan; Kaiji Zhao; Xiaoning Qian; Raymundo Arróyave; Xiaofeng Qian; Shuiwang Ji","2025","arXiv (Cornell University)","preprint","computational_discovery","","plan and execute crystal-structure generation, structure prediction and property-targeted materials discovery from high-level goals","tool-calling;code-execution;planning;task-decomposition;self-reflection;role-specialisation;human-in-the-loop;physics-solver-in-the-loop;retrieval","multi-agent-hierarchical","OpenAI models via the API; the backbone for the main result tables is not explicitly named","CHGNet and M3GNet machine-learned force fields, ASE relaxation, pymatgen structure matching and space-group analysis, SMACT validity checks and retrieval over MP-20, Matbench and JARVIS-DFT","benchmark comparison against generative-model baselines on MP-20, Matbench, MPTS-52 and a challenge set, scored on validity, metastability, DFT stability, stable-unique-novel rate, match rate and RMSE, plus a workflow-validity study across three LLMs with and without human intuition","CDVAE, DiffCSP, FlowMM, CrystalTextLLM, FlowLLM, MatLLMSearch, CrystaLLM and Mat2Seq","yes","benchmark","a five-fold improvement in stability, uniqueness and novelty rates on MP-20, with a stable-unique-novel rate of 24.9% against 4.92% for FlowLLM, a match rate of 63.9% and RMSE of 0.022","MAPPS is a promising framework for autonomous materials discovery","M2","the authors state MAPPS currently has a human expert in the loop and does not reach the fully autonomous Level 3, that it focuses on materials discovery with extensions to molecules and polymers underexplored, and that many LLMs consistently produce five-step workflows often including useless or redundant steps","not stated","full-text","harvest"
"doi:10.48550/arxiv.2607.15001","core","LQCDMaster","https://doi.org/10.48550/arxiv.2607.15001","LQCDMaster: Agentic Scientific Computing for Lattice Quantum Chromodynamics Research","He Gao; Tingjia Miao; Wenkai Jin; Muhua Zhang; Hanzhang Wang; Jie Ran; Jinxin Tan; Zhentao Zhang; B Tang; Leiyi Li; Jun 俊 Hua 华; X. Jiang","2026","arXiv (Cornell University)","preprint","scientific_computing","","convert natural-language lattice-QCD research requests into executable PyQUDA measurement workflows and job submissions","tool-calling;code-execution;planning;task-decomposition;self-reflection;role-specialisation;human-in-the-loop;guardrails-validation","multi-agent-hierarchical","GPT-5.4 for the main results, with DeepSeek-V4-Pro used for a full cross-backbone repeat","PyQUDA on QUDA/GPU, SLURM job submission, a deterministic Wick-contraction engine, static analysis, test execution and LLM critique","a 70-task benchmark across five observable classes on one named ensemble, with every generated workflow executed and numerically compared against a hand-written expert reference implementation at machine precision","hand-written expert reference implementations, Claude Code as a general coding agent, and a DeepSeek-V4-Pro backbone variant","not stated","real-field","63 of 70 workflows reproduce expert implementations at machine precision, 90.0% accuracy, with speedups of 17 to 54 times; Claude Code failed to yield executable scripts for any of the 20 local two-point-function tasks","This work pioneers the paradigm of agentic scientific computing by automating the end-to-end scientific computing workflows in lattice QCD research","M3","the authors state the benchmark covers representative but not exhaustive tasks, that executable code and static consistency checks are insufficient for validating baryon contraction logic so direct numerical regression against trusted references remains necessary, and that for new observable classes reference comparisons and human review remain essential","https://github.com/sjtu-sai-agents/LQCD_Master","full-text","harvest"
"doi:10.48550/arxiv.2601.20996","core","MADE","https://doi.org/10.48550/arxiv.2601.20996","MADE: Benchmark Environments for Closed-Loop Materials Discovery","Shreshth A. Malik; Tiarnan A. S. Doherty; Panagiotis Tigas; Muhammed Razzak; Stephen J. Roberts; A. T. Walsh; Yarin Gal","2026","arXiv (Cornell University)","preprint","computational_discovery","","benchmark closed-loop materials-discovery policies that propose, evaluate and refine candidate crystal structures under a fixed oracle budget","tool-calling;planning;memory;simulator-in-the-loop;guardrails-validation","single-agent","GPT 5.1","the Chemeleon crystal generator, a random structure generator, a MACE machine-learned-potential scorer, an orb-v3 energy oracle, pymatgen convex-hull machinery and the Materials Project API","5 independent episodes per chemical system with 50 oracle queries each, averaged over 10 systems for ternary, quaternary and quinary intermetallic spaces, scored on stable-unique-novel rate, area under the discovery curve and acceleration and enhancement factors","a random generator with random planner and random selector, plus diversity-planner, LLM-planner, Chemeleon and Chemeleon-plus-MLIP modular pipelines","yes","benchmark","the fully agentic orchestrator achieves an enhancement factor of 6.0, against a best non-agentic pipeline acceleration factor of 6.4","MADE provides a concrete testbed for evaluating core capabilities of agentic systems in realistic scientific discovery settings, including long-horizon planning, reasoning under uncertainty, and learning from feedback.","M2","the authors state current experiments rely on generators and machine-learned potentials trained on Materials Project data and thus inherit shared distributional biases that may simplify discovery relative to real-world settings, and that extending to DFT or experimental oracles and multi-objective tasks are natural next steps","https://github.com/diffractivelabs/MADE","full-text","harvest"
"doi:10.48550/arxiv.2601.09749","core","R-LAM","https://doi.org/10.48550/arxiv.2601.09749","R-LAM: Reproducibility-Constrained Large Action Models for Scientific Workflow Automation","Suriya Sureshkumar","2026","arXiv (Cornell University)","preprint","scientific_computing","","enforce deterministic, auditable, replayable execution when an LLM planner drives a scientific workflow","tool-calling;code-execution;planning;memory;guardrails-validation;human-in-the-loop","single-agent","not stated - LLM interaction is performed via API with temperature 0.0 but no model name is given","Python action adapters wrapping scikit-learn data loading, statistical analysis, feature standardisation, logistic-regression training and evaluation, with a CLI, a programmatic API and a trace store","three falsifiable evaluation questions - replay correctness, fork isolation and failure auditability - run on minimal synthetic workflows plus one scikit-learn workflow, compared across three pipelines over 5 to 10 repeats","a deterministic script-based pipeline with no LAM involvement and a naive LAM-driven pipeline with no reproducibility constraints","no","synthetic","all three pipelines achieved identical final accuracy of 0.9877; R-LAM scored 1.0 on replay, trace and failure with variance 0.0, against 0.0, 0.0 and 1.0 with variance 1.0 for the naive LAM","This work does not claim autonomous scientific discovery or fully automated research. The framework is designed to assist, not replace, human scientific judgment.","M1","the authors state the evaluation is at small to moderate scale on representative workflows rather than large long-running pipelines, that it does not involve real laboratory hardware or cyber-physical systems, that the framework inherits the probabilistic limitations of its planning LLM, and that it assumes external tools behave deterministically","https://github.com/suriyasureshok/rlam","full-text","harvest"
"doi:10.1038/s44172-025-00583-3","core","Tan2026-aspen-reasoning-agent","https://doi.org/10.1038/s44172-025-00583-3","Reasoning-agent-driven process simulation, optimization, carbon accounting and decarbonization of distillation","Shudan Tan; X. Zhou; Hai Zhou; Zhimian Hao; Yihang Xie; Liwei Cao; Guofei Shen; Yunhu Gao; Qun Shen; Wei Wei","2026","Communications Engineering","peer-reviewed","energy_systems","","automate Aspen Plus distillation simulation, optimisation, heat-pump retrofit design and greenhouse-gas accounting from natural-language prompts","tool-calling;planning;task-decomposition;memory;retrieval;human-in-the-loop;simulator-in-the-loop","agent-plus-simulator","Grok 3","Aspen Plus via generated input files and API import and export, MCP tools for GitHub, file system, web search and crawling, LangChain tool calling, and a retrieval system over 100+ documents for emission factors","a single proof-of-concept case study separating a 100 kg per hour methanol-ethanol feed to 98 wt% purity, with shortcut then rigorous column simulation, sensitivity analysis, design specification, a heat-pump variant and emission accounting under three energy scenarios, all manually verified by the authors","none - the comparison is between three energy-supply scenarios and between the traditional and heat-pump-assisted process","no","synthetic","the coal-based scenario had the highest emissions at 20.3 kg CO2e per hour, dropping 44% and 93% in the natural gas and renewable scenarios; the heat pump saved 53.7 kW of steam for 10.7 kW of electricity, an 80% energy saving, and the combination cut carbon emission by 98%","The developed agent served as a prototype that successfully integrated reasoning with the Reasoning-Acting framework, with its current efficacy being shaped by both prompts and selection of LLMs.","M1","the authors state the workflow was pre-defined in the prompts for this case study, that tackling problems exceeding token limits would require autonomous agentic task decomposition, that each run took around 4 hours, and that embodied equipment emissions are assumed negligible","https://github.com/TSH-AI/Aspen-AI","full-text","harvest"
"doi:10.69997/pse.120458","core","Laub2026-text2flowsheet-pipeline","https://doi.org/10.69997/pse.120458","Empowering Automated Process Analysis through LLM-Based Literature Mining, Flowsheet Digitization, and Simulation","Jan-Frederic Laub","2026","not stated","peer-reviewed","simulation_orchestration","","mine literature for chemical process knowledge, digitise flowsheets from natural-language descriptions and translate them into runnable process simulations for sustainability assessment","retrieval;task-decomposition;simulator-in-the-loop","pipeline-with-agent","not stated","an established commercial process simulator, unnamed, plus rigorous thermodynamic calculations, black-box optimisation routines and a literature-derived knowledge base","comparison of the collected and digitised process information against expert-curated datasets and manually drawn flowsheets, and of the generated simulations against expert interpretations","expert-curated datasets, manually drawn flowsheets and expert interpretations of the same processes","not stated","not stated","the generated process simulations are on par with expert interpretations with significantly less manual effort; no number, unit or count is given anywhere in the abstract","We show that our integrated pipelines can faithfully collect and digitize chemical process information","M1","none stated - the record is a two-page extended abstract with no limitations or future-work text; the only qualifier offered is that potential simplifications necessary to achieve convergence are recorded transparently","not stated","full-text","harvest"
"doi:10.48550/arxiv.2408.15866","core","Sakhinana2024-rait","https://doi.org/10.48550/arxiv.2408.15866","Retrieval-Augmented Instruction Tuning for Automated Process Engineering Calculations : A Tool-Chaining Problem-Solving Framework with Attributable Reflection","Sagar Srinivas Sakhinana; Geethan Sannidhi; Venkataramana Runkana","2024","arXiv (Cornell University)","preprint","energy_systems","","generate, execute, debug and refine Python programs that chain numerical tools to solve chemical and process engineering calculations","tool-calling;code-execution;planning;task-decomposition;self-reflection;memory;retrieval;fine-tuning","single-agent","instruction-tuned CodeGemma-7b-it and CodeLlama-7b-hf with 4-bit QLoRA","SciPy including solve_ivp, NumPy, Matplotlib, the Wolfram Alpha and Stack Overflow APIs, code documentation, a code interpreter and a program cache","a 70/15/15 split of two custom-curated datasets with a four-stage metric suite covering task planning, tool selection, tool calling and response generation, plus five ablations","GPT-4 Omni, GPT-4 Turbo-preview, Claude-3 Opus and Gemini Pro, plus ablated variants of the framework","yes","benchmark","tool usage awareness 86.89%, pass rate 82.34% and accuracy 84.21% against GPT-4 Omni at 95.12, 90.45 and 92.78","our framework matches the performance of large-scale proprietary models on benchmark datasets, proving its effectiveness and usability","M1","the authors state the proposed framework is effective but lags slightly behind the proprietary models, and name more diverse instruction-tuning datasets, a wider range of external tools and improved explainability as future work","not stated","full-text","harvest"
"doi:10.1016/j.ijheatfluidflow.2026.110399","core","OpenFOAMGPT","https://doi.org/10.1016/j.ijheatfluidflow.2026.110399","OpenFOAMGPT 2.0: End-to-end, trustworthy automation for computational fluid dynamics","Jingsen Feng; Ran Xu; Xu Chu","2026","International Journal of Heat and Fluid Flow","peer-reviewed","solver_control","","turn a natural-language query into a complete OpenFOAM CFD study - meshing, case setup, execution, parametric sweep and post-processing","tool-calling;code-execution;planning;task-decomposition;self-reflection;role-specialisation;physics-solver-in-the-loop;simulator-in-the-loop;guardrails-validation","multi-agent-flat","Claude-3.7-Sonnet","OpenFOAM v2406 in a Docker container with blockMesh, snappyHexMesh, icoFoam and multiphase solvers, the Allrun script and log capture, plus ParaView output and generated Python plotting","five case studies with repeated execution - single-phase Poiseuille flow against the analytical solution, multi-phase Poiseuille flow, single-phase and multi-phase porous media flow and motorbike aerodynamics over ten velocities - with a trustworthiness table of repeat counts and two extended runs of 100 continuous simulations","none quantitative; the single-phase Poiseuille case is checked against an analytical solution","no","synthetic","100% success and reproducibility rates across over 450 simulations, with permeability at the finest mesh differing by less than 2% from the coarser mesh","Rigorous trustworthiness verification confirms that properly designed multi-agent systems can achieve the reliability standards necessary for zero-tolerance scientific computing applications while significantly lowering entry barriers.","M1","the authors concede very little - the only qualifiers are conditional, that the 100% success rate holds when provided with well-formulated user queries under carefully designed system prompts, and that LLM-generated configuration files may occasionally contain errors; no dedicated limitations section exists","not stated","full-text","harvest"
