"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.48550/arxiv.2508.01109","out","","earth_observation","periphery","no","poverty mapping representations"
"doi:10.5194/egusphere-egu26-18919","out","","earth_observation","periphery","no","JupyterGIS geospatial platform"
"doi:10.5281/zenodo.19489348","out","","","not-a-source","no","podcast episode"
"doi:10.48550/arxiv.2509.23141","out","","earth_observation","periphery","no","Earth-Agent for earth observation tasks"
"doi:10.1109/lgrs.2025.3646482","out","","earth_observation","periphery","no","visual grounding dataset"
"doi:10.48550/arxiv.2509.16343","out","","earth_observation","periphery","no","inference-time scaling for remote sensing vision"
"arxiv:2602.14201","out","","earth_observation","periphery","no","on-demand visual focusing for high-resolution imagery"
"doi:10.1109/jstars.2026.3693312","out","","earth_observation","periphery","no","diffusion-based ship detection augmentation"
"doi:10.56272/a2c9ee39","out","","earth_observation","periphery","no","zero-shot satellite image retrieval for crisis response"
"doi:10.1016/j.jag.2026.105187","out","","earth_observation","periphery","no","interactive segmentation of dynamic Earth features"
"doi:10.20473/jisebi.12.2.210-222","out","","","not-geoscience","no","agricultural land segmentation"
"doi:10.21227/1jw1-ja51","out","","","not-a-source","no","dataset deposit"
"doi:10.1109/tgrs.2026.3677370","out","","ocean","periphery","no","underwater image enhancement"
"doi:10.5194/egusphere-2025-662-ac2","out","","","not-a-source","no","author response to reviewer"
"doi:10.5194/egusphere-2025-662-cc1","out","","","not-a-source","no","community comment on a preprint"
"doi:10.5281/zenodo.18688061","out","","","duplicate","no","data deposit for the urban village mapping preprint"
"doi:10.5194/egusphere-2025-662-ac1","out","","","not-a-source","no","author response to reviewer"
"doi:10.5194/egusphere-2025-662","out","","earth_observation","periphery","no","automated citizen science labelling for tree species segmentation"
"doi:10.48550/arxiv.2605.24782","out","","climate_atmosphere","periphery","no","tropical cyclone scientific alignment benchmark"
"doi:10.32469/10355/98771","out","","earth_observation","periphery","no","object detection methods thesis"
"doi:10.1109/jstars.2026.3703922","out","","earth_observation","periphery","no","prompt-guided UAV object detection"
"title:semantiskintegrationochfrgesvarfrflerdimensionelladatamedkunskapsdiagram","out","","","not-geoscience","no","knowledge graph question answering thesis"
"doi:10.5194/epsc2026-1405","out","","planetary","periphery","no","terrestrial analogue research for astrobiology"
"doi:10.5281/zenodo.21101233","out","","earth_observation","periphery","no","project deliverable on robot perception and earth observation analysis"
"arxiv:2505.03334","out","","earth_observation","periphery","no","labeling engine for open-set aerial object detection"
"doi:10.5281/zenodo.22231751","out","","climate_atmosphere","periphery","no","atmospheric sciences science gateway report"
"doi:10.48550/arxiv.2604.24645","out","","climate_atmosphere","periphery","no","meteorology reasoning benchmark"
"doi:10.5281/zenodo.18224149","out","","","not-a-source","no","speculative physics deposit"
"doi:10.5194/egusphere-egu26-369","out","","climate_atmosphere","periphery","no","deep learning weather and climate forecasting"
"doi:10.5281/zenodo.22008491","out","","","not-geoscience","no","penetration testing platform"
"doi:10.48550/arxiv.2405.02361","out","","earth_observation","periphery","no","SAR target classification report"
"doi:10.5281/zenodo.20364601","out","","","not-a-source","no","speculative framework deposit"
"doi:10.5281/zenodo.21869193","out","","","not-a-source","no","philosophical essay deposit"
"doi:10.5281/zenodo.21947567","out","","","not-a-source","no","political thesis-book deposit"
"doi:10.5281/zenodo.21393188","out","","planetary","periphery","no","exoplanet atmosphere model release"
"doi:10.48550/arxiv.2603.27738","out","","climate_atmosphere","periphery","no","TianJi autonomous AI meteorologist"
"doi:10.48550/arxiv.2607.01748","out","","","not-geoscience","no","image dehazing"
"title:interpretablealignmentoftextualweatherreportswithlocalsensortimeseriesforextremeweathereventvisualization","out","","climate_atmosphere","periphery","no","aligning weather reports with sensor time series"
"doi:10.5281/zenodo.18426244","out","","","not-a-source","no","speculative architecture deposit"
"doi:10.3390/ijgi15060258","out","","climate_atmosphere","periphery","no","named entity recognition in marine meteorological disaster text"
"doi:10.5281/zenodo.20247743","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20248387","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20248541","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20248827","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20249120","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20246250","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.20249219","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.1016/j.agrformet.2026.111157","out","","","not-geoscience","no","agroforestry microclimate and yield forecasting"
"doi:10.5281/zenodo.20256606","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.13139/ornlnccs/3005125","out","","","not-a-source","no","dataset deposit"
"doi:10.2312/envir.20261006","out","","climate_atmosphere","periphery","no","agent-assisted visual analysis of regional climate uncertainty"
"doi:10.3390/s26082370","out","","earth_observation","periphery","no","implicit neural representation for remote sensing images"
"doi:10.2905/jrc.v3fkyj0","out","","","not-a-source","no","data product deposit with no description"
"title:aprototypeserviceforforestinventoryandhealthmonitoringusingendurancedronesandcitizenscienceforestpioneer","out","","earth_observation","periphery","no","drone forest inventory prototype service"
"doi:10.3390/books978-3-7258-3972-8","out","","","not-a-source","no","edited book front matter"
"doi:10.5281/zenodo.19597589","out","","earth_observation","periphery","no","MCP server for autonomous hydrological research; surface hydrology rather than the groundwater scope of hydrogeology"
"doi:10.5281/zenodo.20665124","out","","","not-a-source","no","quantum metrology deposit"
"doi:10.5281/zenodo.19361844","out","","","not-a-source","no","podcast episode"
"doi:10.3390/heritage9060233","out","","","not-geoscience","no","cultural heritage world models"
"doi:10.5281/zenodo.20664654","out","","","not-a-source","no","quantum metrology deposit"
"doi:10.70593/978-93-7185-684-3","out","","","not-geoscience","no","water sustainability policy book"
"doi:10.5281/zenodo.19557405","out","","","not-a-source","no","case-study novel deposit"
"arxiv:2509.22159","out","","earth_observation","periphery","no","review of SAR automatic target recognition"
"doi:10.34190/ecgbl.19.1.3976","out","","","not-geoscience","no","visual language for code automation"
"doi:10.1145/3765611.3815066","out","","","not-geoscience","no","data centre waste heat digital twin"
"doi:10.5281/zenodo.20579995","out","","","not-a-source","no","quantum photonics deposit"
"doi:10.1093/rssdat/udag003","out","","","not-geoscience","no","essay on AI in science"
"doi:10.3389/fmars.2026.1870082","out","","ocean","periphery","no","climate AI in marine environmental impact assessment"
"doi:10.5281/zenodo.20592375","out","","","not-a-source","no","quantum photonics deposit"
"doi:10.5281/zenodo.20257011","out","","","not-a-source","no","governance doctrine deposit"
"doi:10.5281/zenodo.22206795","out","","climate_atmosphere","periphery","no","solar-atmosphere coupling analysis"
"doi:10.5281/zenodo.17850340","out","","","not-a-source","no","speculative infrastructure deposit"
"doi:10.5281/zenodo.19835551","out","","","not-geoscience","no","autonomous materials discovery infrastructure"
"doi:10.5281/zenodo.20094300","out","","","not-geoscience","no","edge machine learning latency optimisation"
"doi:10.5281/zenodo.20402892","out","","","not-a-source","no","authorization protocol deposit"
"doi:10.22564/19cisbgf2025.152","out","","","not-agentic","yes",""
"doi:10.6084/m9.figshare.32274630.v1","out","","","not-a-source","yes",""
"doi:10.48550/arxiv.2608.04106","out","","earth_observation","periphery","yes",""
"title:lacorporatesocialresponsibilitynelsettorelapideocasistudio","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.21784663","out","","","not-a-source","yes",""
"doi:10.5194/egusphere-egu23-6034","out","","","not-geoscience","yes",""
"doi:10.5194/piahs-385-1-2024","out","","","not-agentic","yes",""
"title:problematikapembelajaranistimaalakhbarpadamahasiswapbauinsunankalijagastudianalisisteorisosiokulturallevvygotsky","out","","","not-geoscience","yes",""
"doi:10.1016/j.jiec.2026.05.017","out","","","not-a-source","yes",""
"doi:10.1016/j.knosys.2025.113941","out","","climate_atmosphere","periphery","yes",""
"doi:10.62712/juktisi.v4i2.550","out","","","not-geoscience","yes",""
"title:designandfabricationofmultipurposecartladder","out","","","not-geoscience","yes",""
"doi:10.3997/2214-4609.202510318","out","","","not-agentic","yes",""
"doi:10.1088/3049-4753/ae5065","out","","","not-agentic","yes",""
"doi:10.1109/tgrs.2026.3652099","out","","earth_observation","periphery","yes",""
"doi:10.5194/egusphere-egu24-15035","out","","","not-geoscience","yes",""
"doi:10.3390/rs18030390","out","","earth_observation","periphery","yes",""
"doi:10.1088/1755-1315/1133/1/012075","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.aiig.2026.100214","out","","earth_observation","periphery","yes",""
"doi:10.31223/x54r20","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.apgeochem.2023.105805","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.20547796","out","","","not-a-source","yes",""
"doi:10.1201/9781003616207-2","out","","","not-a-source","yes",""
"doi:10.1109/igarss55030.2025.11242689","out","","earth_observation","periphery","yes",""
"doi:10.15168/11572_459230","out","","earth_observation","periphery","yes",""
"doi:10.1117/12.3107605","out","","earth_observation","periphery","yes",""
"doi:10.5406/21601267.13.2.22","out","","","not-a-source","yes",""
"doi:10.1016/j.fuel.2024.133097","out","","","not-geoscience","yes",""
"arxiv:2512.17920","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-2024-2752","out","","climate_atmosphere","periphery","yes",""
"doi:10.30632/spwla-2024-0027","out","","","not-agentic","yes",""
"arxiv:2606.10775","out","","earth_observation","periphery","yes",""
"doi:10.1609/aaai.v40i48.42314","out","","climate_atmosphere","periphery","yes",""
"doi:10.1016/j.atmosenv.2023.119862","out","","climate_atmosphere","periphery","yes",""
"doi:10.1051/itmconf/20268404017/pdf","out","","","not-geoscience","yes",""
"doi:10.24857/rgsa.v19n8-041","out","","","not-geoscience","yes",""
"doi:10.1109/tpami.2026.3701328","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.21300935","out","","","not-a-source","yes",""
"doi:10.5281/zenodo.20729176","out","","","not-geoscience","yes",""
"doi:10.1016/j.seppur.2023.124624","out","","","not-geoscience","yes",""
"doi:10.1109/isc266238.2025.11293314","out","","","not-geoscience","yes",""
"doi:10.26021/16201","out","","","not-geoscience","yes",""
"doi:10.1109/mlcad62225.2024.10740201","out","","","not-geoscience","yes",""
"doi:10.21203/rs.3.rs-10515545/v1","out","","","not-geoscience","yes",""
"doi:10.1002/widm.70051","out","","earth_observation","periphery","yes",""
"doi:10.20944/preprints202603.2187.v1","out","","earth_observation","periphery","yes",""
"doi:10.1007/s11263-025-02518-z","out","","earth_observation","periphery","yes",""
"doi:10.2523/iptc-24159-ea","out","","","not-agentic","yes",""
"doi:10.1109/c2i666499.2025.11366963","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.21098594","out","","climate_atmosphere","periphery","yes",""
"doi:10.31428/10317/2304","out","","","not-geoscience","yes",""
"doi:10.1002/9781394398966.ch12","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-egu26-20546","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-egu25-4346","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-egu26-1896","out","","","not-agentic","yes",""
"doi:10.1144/sp539-2022-289","out","","","not-agentic","yes",""
"doi:10.1016/j.cherd.2025.12.038","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-egu24-6384","out","","climate_atmosphere","periphery","yes",""
"doi:10.3390/rs18081142","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.20790141","out","","climate_atmosphere","periphery","yes",""
"doi:10.1016/j.softx.2025.102466","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-egu26-7332","out","","","not-agentic","yes",""
"doi:10.1007/s12665-022-10594-4","out","","","not-agentic","yes",""
"doi:10.3997/2214-4609.202310720","out","","","not-agentic","yes",""
"doi:10.2139/ssrn.7269172","out","","","not-geoscience","yes",""
"doi:10.1007/s11998-026-01311-y","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-egu24-10372","out","","climate_atmosphere","periphery","yes",""
"doi:10.48550/arxiv.2310.08109","out","","","not-agentic","yes",""
"doi:10.1016/j.rse.2025.114711","out","","","not-a-source","yes",""
"doi:10.1201/9781003531302","out","","","not-a-source","yes",""
"doi:10.1016/j.chemgeo.2024.122602","out","","","not-geoscience","yes",""
"doi:10.1145/3806229","out","","earth_observation","periphery","yes",""
"doi:10.5281/zenodo.18281101","out","","","not-geoscience","yes",""
"doi:10.25635/2313-1586.2025.01.078","out","","","not-agentic","yes",""
"doi:10.26027/datatltm44","out","","","not-a-source","yes",""
"doi:10.1016/j.wear.2024.205273","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2609.00628","out","","earth_observation","periphery","yes",""
"doi:10.48550/arxiv.2505.18179","out","","climate_atmosphere","periphery","yes",""
"doi:10.1109/cvpr52734.2025.00389","out","","","not-geoscience","yes",""
"doi:10.1007/s11270-023-06236-5","out","","","not-agentic","yes",""
"doi:10.1109/mpcon69668.2026.11508180","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2301.08151","out","","planetary","periphery","yes",""
"doi:10.12691/ajwr-12-2-3","out","","climate_atmosphere","periphery","yes",""
"doi:10.56952/arma-2025-0525","out","","","not-agentic","yes",""
"doi:10.1016/j.wmb.2026.100287","out","","earth_observation","periphery","yes",""
"doi:10.3390/pr13051413","in","context","reservoir_engineering","","yes","FALSE NEGATIVE: review of AGI, including LLMs, in oil and gas reservoir development; comparable to the AGI geoenergy review admitted from the shortlist"
"doi:10.2118/225871-ms","out","","","not-agentic","yes",""
"doi:10.1109/cvprw67362.2025.00284","out","","earth_observation","periphery","yes",""
"doi:10.1021/acs.energyfuels.5c03634","out","","","not-agentic","yes",""
"doi:10.48550/arxiv.2607.24856","out","","earth_observation","periphery","yes",""
"doi:10.1109/tgrs.2025.3565203","out","","earth_observation","periphery","yes",""
"doi:10.1177/09544100261434427","out","","","not-geoscience","yes",""
"doi:10.1149/ma2023-01201512mtgabs","out","","","not-a-source","yes",""
"doi:10.1051/itmconf/20246701044","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2603.21768","out","","climate_atmosphere","periphery","yes",""
"doi:10.48550/arxiv.2506.13723","out","","earth_observation","periphery","yes",""
"doi:10.64631/taxq7736","out","","","not-geoscience","yes",""
"doi:10.65109/gmik4254","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.apsusc.2025.162302","out","","","not-geoscience","yes",""
"doi:10.5281/zenodo.20248637","out","","","not-a-source","yes",""
"doi:10.1016/b978-0-443-31574-9.00033-4","out","","","not-a-source","yes",""
"doi:10.2139/ssrn.6574335","out","","","not-geoscience","yes",""
"doi:10.1109/tpami.2025.3643453","out","","earth_observation","periphery","yes",""
"arxiv:2412.20014","out","","","not-geoscience","yes",""
"doi:10.1109/acait67930.2025.11521868","out","","earth_observation","periphery","yes",""
"doi:10.1109/tii.2025.3574815","out","","earth_observation","periphery","yes",""
"doi:10.1039/d3cc01734f","out","","climate_atmosphere","periphery","yes",""
"doi:10.1063/5.0221836","out","","climate_atmosphere","periphery","yes",""
"doi:10.1215/17432197-11321330","out","","","not-geoscience","yes",""
"doi:10.1111/amet.13384","out","","","not-a-source","yes",""
"arxiv:2302.02231","out","","","not-geoscience","yes",""
"doi:10.1016/j.pss.2023.105697","out","","planetary","periphery","yes",""
"doi:10.5281/zenodo.19652035","out","","","not-agentic","yes",""
"doi:10.48550/arxiv.2409.16482","out","","","not-agentic","yes",""
"doi:10.1016/j.jece.2025.120951","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-egu24-13715","out","","","not-geoscience","yes",""
"doi:10.31474/2308-5312-2025-1-17-39-47","out","","","not-geoscience","yes",""
"doi:10.3389/fenvs.2023.1106181","out","","climate_atmosphere","periphery","yes",""
"doi:10.1134/s0001433825700938","out","","climate_atmosphere","periphery","yes",""
"doi:10.1002/ntls.70017","out","","","not-a-source","yes",""
"doi:10.1016/j.earscirev.2026.105480","out","","climate_atmosphere","periphery","yes",""
"doi:10.1016/j.jag.2026.105258","out","","earth_observation","periphery","yes",""
"doi:10.1016/j.matpr.2022.10.261","out","","","not-geoscience","yes",""
"doi:10.21203/rs.3.rs-9638108/v1","out","","","not-geoscience","yes",""
"doi:10.5194/egusphere-2025-4188-ac6","out","","","not-a-source","yes",""
"doi:10.1109/icesc65114.2025.11212438","out","","","not-agentic","yes",""
"doi:10.1016/j.scitotenv.2025.179761","out","","climate_atmosphere","periphery","yes",""
"doi:10.1109/aibdf67964.2025.11440769","out","","climate_atmosphere","periphery","yes",""
"doi:10.1007/978-981-97-8460-8_17","out","","","not-geoscience","yes",""
"doi:10.48550/arxiv.2606.07725","out","","","not-agentic","yes",""
"doi:10.5194/egusphere-egu23-9391","out","","","not-agentic","yes",""
"doi:10.31274/psllt.18689","out","","","not-geoscience","yes",""
"doi:10.1109/case58245.2025.11163803","out","","climate_atmosphere","periphery","yes",""
"doi:10.47001/cjesr/2026","out","","","not-a-source","yes",""
"doi:10.1109/jstars.2026.3729827","out","","earth_observation","periphery","yes",""
"doi:10.5406/26395991.63.1.03","out","","","not-geoscience","yes",""
"doi:10.1161/circ.152.suppl_3.4363153","out","","","not-geoscience","yes",""
"doi:10.1063/1674-0068/cjcp2509131","out","","climate_atmosphere","periphery","yes",""
"arxiv:2604.18429","out","","earth_observation","periphery","yes",""
"doi:10.5194/egusphere-egu25-17360","out","","climate_atmosphere","periphery","yes",""
"doi:10.1007/s12665-024-11815-8","out","","","not-agentic","yes",""
"doi:10.1016/j.jag.2026.105279","out","","earth_observation","periphery","yes",""
"doi:10.1007/978-3-031-75780-8_25-1","out","","","not-a-source","yes",""
"doi:10.5194/egusphere-egu26-7781","out","","climate_atmosphere","periphery","yes",""
"doi:10.5194/egusphere-egu24-6831","out","","climate_atmosphere","periphery","yes",""
"doi:10.62683/sinarg2025.119","out","","","not-agentic","yes",""
"doi:10.1109/iccv51701.2025.00860","out","","earth_observation","periphery","yes",""
"doi:10.2139/ssrn.4818971","out","","","not-agentic","yes",""
"doi:10.2118/230346-ms","out","","","not-agentic","yes",""
"doi:10.1007/978-3-031-76402-8_9","out","","","not-geoscience","yes",""
