"identity_key","decision","tier","subfield","cut_reason","from_audit_sample","note"
"doi:10.1145/3798166","out","","software_engineering","periphery","no","empirical study of agentic coding pull requests on GitHub"
"doi:10.48550/arxiv.2407.01489","out","","software_engineering","periphery","no","Agentless; study questioning agentic complexity in software engineering agents"
"doi:10.24136/oc.3994","out","","science_of_science","periphery","no","economics study of algorithmic management and job loss under agentic AI"
"doi:10.48550/arxiv.2410.13825","out","","interface_agents","periphery","no","AgentOccam; baseline for LLM-based web agents"
"doi:10.1145/3664647.3684998","out","","interface_agents","periphery","no","AssistEditor; multi-agent GUI automation for video editing"
"doi:10.48550/arxiv.2512.22256","out","","software_engineering","periphery","no","survey of agentic software issue resolution"
"doi:10.36227/techrxiv.175322671.12208812/v1","out","","interface_agents","periphery","no","survey of LLM-based graphical user interface agents"
"doi:10.1109/icpc66645.2025.00067","out","","software_engineering","periphery","no","LLM agent collaboration for fair code reviewer recommendation"
"arxiv:2601.03556","out","","software_engineering","periphery","no","study of test code contributed in agentic pull requests"
"doi:10.5281/zenodo.19056667","out","","software_engineering","periphery","no","DocAware; documentation-augmented agents for code review and API migration"
"doi:10.22214/ijraset.2026.83359","out","","science_of_science","periphery","no","systematic review of generative AI in mobile application development"
"arxiv:2510.13913","out","","interface_agents","periphery","no","synthesising agentic training data for web agents"
"doi:10.20944/preprints202603.0129.v1","out","","software_engineering","periphery","no","Eco-Evolve; self-reflective multi-agent collaboration for software engineering tasks"
"arxiv:2508.17343","out","","software_engineering","periphery","no","community position piece on agentic AI for software"
"doi:10.1109/cvpr52733.2024.01262","out","","interface_agents","periphery","no","AssistGUI; task-oriented desktop GUI automation"
"doi:10.48550/arxiv.2311.10776","out","","lab_automation","periphery","no","Chemist-X; agent optimising reaction conditions with AI-controlled wet-lab execution"
"doi:10.48550/arxiv.2403.17927","out","","software_engineering","periphery","no","MAGIS; multi-agent framework for GitHub issue resolution"
"doi:10.48550/arxiv.2507.06185","out","","science_of_science","periphery","no","hidden prompts injected into manuscripts to manipulate AI-assisted peer review"
"doi:10.1109/slaai-icai68534.2025.11318443","out","","software_engineering","periphery","no","agentic AI system automating pull request review"
"doi:10.1109/tse.2026.3657900","out","","science_of_science","periphery","no","systematic literature review of agentic recommender systems"
"arxiv:2606.20243","out","","software_engineering","periphery","no","Phoenix; multi-agent GitHub issue resolution with layered safety controls"
"title:multiagentsystemforautomatedcodereviews","out","","software_engineering","periphery","no","thesis on a multi-agent system for automated code review"
"doi:10.48550/arxiv.2604.00917","out","","software_engineering","periphery","no","study of autonomous coding agent contributions in real repositories"
"doi:10.5281/zenodo.22675104","out","","software_engineering","periphery","no","overview of AI-based data integration in software engineering"
"doi:10.48550/arxiv.2604.15468","out","","software_engineering","periphery","no","position paper on agentic software engineering and the scope of the discipline"
"doi:10.70315/uloap.ulirs.2025.0202006","out","","software_engineering","periphery","no","review of AI-driven automation of code review"
"title:agenticmultihunkrepaironswebenchverified","out","","software_engineering","periphery","no","thesis on agentic multi-hunk program repair"
"doi:10.48550/arxiv.2312.13108","out","","interface_agents","periphery","no","AssistGUI preprint; desktop GUI automation"
"doi:10.48550/arxiv.2411.02337","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2505.16282","out","","interface_agents","periphery","no",""
"doi:10.17605/osf.io/xt4wp","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.22210843","out","","science_of_science","periphery","no",""
"doi:10.2196/84322","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.20283766","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.20387265","out","","science_of_science","periphery","no",""
"doi:10.2196/preprints.84322","out","","science_of_science","periphery","no",""
"doi:10.1038/s41467-024-54457-x","out","","lab_automation","periphery","no",""
"doi:10.1016/j.jmsy.2025.02.008","out","","interface_agents","periphery","no",""
"doi:10.26434/chemrxiv-2024-6wmg4","out","","lab_automation","periphery","no",""
"doi:10.20944/preprints202501.0413.v1","out","","interface_agents","periphery","no",""
"doi:10.5281/zenodo.16899501","out","","software_engineering","periphery","no",""
"doi:10.1109/tse.2025.3621462","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2411.04890","out","","interface_agents","periphery","no",""
"doi:10.1145/3696630.3728618","out","","software_engineering","periphery","no",""
"doi:10.1609/aaai.v40i47.41489","out","","science_of_science","periphery","no",""
"arxiv:2512.24630","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2512.02329","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19127530","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.18519189","out","","software_engineering","periphery","no",""
"arxiv:2607.03316","out","","software_engineering","periphery","no",""
"doi:10.6084/m9.figshare.28538711","out","","software_engineering","periphery","no",""
"doi:10.55041/isjem07720","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19652205","out","","software_engineering","periphery","no",""
"arxiv:2507.15003","out","","software_engineering","periphery","no",""
"arxiv:2602.07900","out","","software_engineering","periphery","no",""
"arxiv:2602.13653","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2402.16965","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2602.13516","out","","interface_agents","periphery","no",""
"doi:10.48448/czd6-1e77","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2605.03117","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.20881926","out","","software_engineering","not-a-source","no","release changelog for a dashboard library"
"doi:10.1145/3746027.3755189","out","","interface_agents","periphery","no",""
"doi:10.18653/v1/2024.emnlp-main.70","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2408.02479","out","","software_engineering","periphery","no",""
"doi:10.1109/access.2025.3581139","out","","software_engineering","periphery","no",""
"doi:10.18653/v1/2024.findings-emnlp.70","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2404.18496","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2509.06216","out","","software_engineering","periphery","no",""
"doi:10.1109/saner64311.2025.00009","out","","software_engineering","periphery","no",""
"doi:10.1109/scam63643.2024.00031","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2507.23370","out","","software_engineering","periphery","no",""
"doi:10.1109/csnt64827.2025.10968728","out","","software_engineering","periphery","no",""
"doi:10.1109/coginfocom66819.2025.11200869","out","","software_engineering","periphery","no",""
"arxiv:2407.04722","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2408.02544","out","","interface_agents","periphery","no",""
"doi:10.18653/v1/2026.acl-long.1483","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2504.13865","out","","interface_agents","periphery","no",""
"doi:10.64898/2026.02.18.26346559","out","","science_of_science","periphery","no",""
"doi:10.5120/ijca2024923651","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.13449","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2603.15911","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2505.23422","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2609.00252","out","","software_engineering","periphery","no",""
"doi:10.54097/d6775287","out","","software_engineering","periphery","no",""
"arxiv:2603.16107","out","","software_engineering","periphery","no",""
"doi:10.63282/3050-9246.ijetcsit-v4i2p124","out","","software_engineering","periphery","no",""
"title:evaluatingandimprovingthereliabilityofllmgeneratedcoderefactorings","out","","software_engineering","periphery","no",""
"doi:10.48448/k8mg-8q47","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2607.09524","out","","software_engineering","periphery","no",""
"doi:10.1145/3786583.3786851","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.11042","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2605.12481","out","","interface_agents","periphery","no",""
"doi:10.1109/sp63933.2026.00042","out","","interface_agents","periphery","no",""
"doi:10.3390/axioms15060415","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2505.22942","out","","interface_agents","periphery","no",""
"doi:10.20944/preprints202604.1148.v1","out","","interface_agents","periphery","no",""
"doi:10.1145/3808097","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2504.11281","out","","interface_agents","periphery","no",""
"arxiv:2508.04412","out","","interface_agents","periphery","no",""
"doi:10.3390/systems14060722","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.19354154","out","","interface_agents","not-a-source","no","podcast episode"
"doi:10.1145/3650212.3680384","out","","software_engineering","periphery","no",""
"doi:10.1016/j.ijmedinf.2024.105531","out","","science_of_science","periphery","no",""
"doi:10.1109/icse-seip66354.2025.00038","out","","software_engineering","periphery","no",""
"doi:10.1109/mlcad62225.2024.10740262","out","","software_engineering","periphery","no",""
"doi:10.1109/saner64311.2025.00068","out","","software_engineering","periphery","no",""
"doi:10.1145/3691620.3695291","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2507.23348","out","","software_engineering","periphery","no",""
"doi:10.1097/icu.0000000000001179","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2601.14470","out","","software_engineering","periphery","no",""
"doi:10.1093/geroni/igaf122.1472","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2605.17548","out","","software_engineering","periphery","no",""
"doi:10.56038/oprd.v7i1.739","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2510.16059","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2601.18418","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.12986","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2601.08857","out","","software_engineering","periphery","no",""
"doi:10.1109/snpd65828.2025.11253974","out","","software_engineering","periphery","no",""
"doi:10.70917/ijcisim-2026-4666","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2510.04905","out","","software_engineering","periphery","no",""
"doi:10.1145/3797126","out","","software_engineering","periphery","no",""
"title:aiikodproduktionochgranskningenjmfrandeanalysavllmbaseradeverktygjmfrtmedmnskligexpertis","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2603.26567","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.18276514","out","","software_engineering","periphery","no",""
"title:usageofgenerativeaibasedplugininunittestingevaluatingthetrustworthinessofgeneratedtestcasesbycodiumateanidepluginpowered","out","","software_engineering","periphery","no",""
"doi:10.66485/jsti.v1i3.34","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.20722987","out","","software_engineering","periphery","no",""
"doi:10.1109/ubmk67458.2025.11206953","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2609.06780","out","","software_engineering","periphery","no",""
"doi:10.3390/electronics15163694","out","","software_engineering","periphery","no",""
"doi:10.55041/ijcope.v2i8.072","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2510.02418","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2504.12682","out","","interface_agents","periphery","no",""
"arxiv:2503.11069","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2608.04741","out","","interface_agents","periphery","no",""
"arxiv:2602.09222","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2509.13704","out","","interface_agents","periphery","no",""
"arxiv:2509.06501","out","","interface_agents","periphery","no",""
"arxiv:2504.20464","out","","interface_agents","periphery","no",""
"doi:10.1111/1742-6723.70243","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.19538011","out","","science_of_science","not-a-source","no","podcast episode"
"arxiv:2510.16549","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.17911042","out","","software_engineering","not-a-source","no","software release changelog"
"doi:10.5281/zenodo.14984518","out","","software_engineering","not-a-source","no","software release changelog"
"doi:10.5281/zenodo.17912340","out","","software_engineering","not-a-source","no","software release changelog"
"doi:10.5281/zenodo.17913982","out","","software_engineering","not-a-source","no","software release changelog"
"doi:10.48550/arxiv.2506.07672","out","","interface_agents","periphery","no",""
"doi:10.1109/saner67736.2026.00024","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.03394","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19423014","out","","interface_agents","not-a-source","no","podcast episode"
"doi:10.48550/arxiv.2604.09815","out","","interface_agents","periphery","no",""
"doi:10.1136/bjo-2024-326254","out","","science_of_science","periphery","no",""
"doi:10.18260/1-2--46557","out","","software_engineering","periphery","no",""
"doi:10.1109/llm4code66737.2025.00019","out","","software_engineering","periphery","no",""
"doi:10.1109/icst62969.2025.10988960","out","","software_engineering","periphery","no",""
"doi:10.1145/3728981","out","","software_engineering","periphery","no",""
"doi:10.18653/v1/2025.acl-long.1523","out","","science_of_science","periphery","no",""
"doi:10.1111/jdv.20354","out","","science_of_science","not-a-source","no","commentary on another study"
"doi:10.4018/979-8-3373-0370-3.ch007","out","","software_engineering","periphery","no",""
"doi:10.1007/s10489-026-07230-0","out","","software_engineering","periphery","no",""
"doi:10.52202/085713-0537","out","","software_engineering","periphery","no",""
"doi:10.18653/v1/2025.findings-emnlp.411","out","","interface_agents","periphery","no",""
"arxiv:2602.01465","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19734492","out","","software_engineering","periphery","no",""
"arxiv:2512.21426","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19249555","out","","software_engineering","periphery","no",""
"arxiv:2512.23631","out","","software_engineering","periphery","no",""
"title:evaluatingaigeneratedtsqlcodereviewreportsinanenterprisescalecodebase","out","","software_engineering","periphery","no",""
"doi:10.1109/iccta68914.2025.11520024","out","","software_engineering","periphery","no",""
"doi:10.14569/ijacsa.2026.0170478","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2608.29204","out","","software_engineering","periphery","no",""
"doi:10.1145/3821433","out","","software_engineering","periphery","no",""
"doi:10.1109/apsec66846.2025.00028","out","","software_engineering","periphery","no",""
"doi:10.70315/uloap.ulirs.2026.0301009","out","","science_of_science","periphery","no",""
"arxiv:2512.22753","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2502.09801","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.21781711","out","","software_engineering","periphery","no",""
"arxiv:2509.14635","out","","software_engineering","periphery","no",""
"title:automatedprogramrepairandtheadventoflargelanguagemodelsinsoftwareengineering","out","","software_engineering","periphery","no",""
"title:exploringtheuseoflargelanguagemodelsfordataextractionforsystematicreviewsinsoftwareengineering","out","","science_of_science","periphery","no",""
"doi:10.1145/3786580.3786990","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2605.14290","out","","interface_agents","periphery","no",""
"arxiv:2605.21082","out","","interface_agents","periphery","no",""
"arxiv:2509.26539","out","","interface_agents","periphery","no",""
"doi:10.1109/icme59968.2025.11209200","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2503.16465","out","","interface_agents","periphery","no",""
"doi:10.1145/3797115","out","","interface_agents","periphery","no",""
"doi:10.5281/zenodo.22209733","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.22160868","out","","software_engineering","periphery","no",""
"doi:10.2139/ssrn.7234653","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2509.16941","out","","software_engineering","periphery","no",""
"doi:10.1145/3763097","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.19167","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.20084564","out","","software_engineering","not-a-source","no","repository changelog and citation file"
"title:containerizedframeworkforllmenhancedoffensivecyberoperations","out","","interface_agents","periphery","no",""
"doi:10.30935/ojcmt/18689","out","","science_of_science","periphery","no",""
"doi:10.1145/3661167.3661216","out","","software_engineering","periphery","no",""
"doi:10.1145/3643757","out","","software_engineering","periphery","no",""
"doi:10.1016/j.infsof.2025.107751","out","","software_engineering","periphery","no",""
"doi:10.1145/3593230","out","","interface_agents","periphery","no",""
"doi:10.1021/acs.iecr.4c04636","out","","lab_automation","periphery","no",""
"doi:10.1109/icse55347.2025.00080","out","","software_engineering","periphery","no",""
"doi:10.1145/3696410.3714842","out","","interface_agents","periphery","no",""
"doi:10.1109/cseet62301.2024.10663035","out","","software_engineering","periphery","no",""
"doi:10.1145/3763791","out","","software_engineering","periphery","no",""
"doi:10.1109/icsme64153.2025.00061","out","","software_engineering","periphery","no",""
"doi:10.1109/botse67031.2025.00013","out","","software_engineering","periphery","no",""
"doi:10.52202/085713-1502","out","","interface_agents","periphery","no",""
"doi:10.1051/epjconf/202533701066","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.18008772","out","","software_engineering","periphery","no",""
"doi:10.64509/jicn.21.45","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2509.14189","out","","science_of_science","periphery","no",""
"doi:10.17605/osf.io/ugkv5","out","","science_of_science","periphery","no",""
"doi:10.31305/rrijm.2026.v11.n04.031","out","","science_of_science","periphery","no",""
"doi:10.22214/ijraset.2025.73299","out","","software_engineering","periphery","no",""
"doi:10.32996/jcsts.2025.7.12.57","out","","software_engineering","periphery","no",""
"doi:10.1117/12.3105122","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.10954","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.10987","out","","software_engineering","periphery","no",""
"doi:10.17605/osf.io/f89yc","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2607.01916","out","","software_engineering","periphery","no",""
"doi:10.5753/sbqs.2025.13875","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.21929389","out","","software_engineering","periphery","no",""
"doi:10.36647/ciml/05.02.a001","out","","software_engineering","periphery","no",""
"title:generatinguicodeforscientificcommandlinetoolsusinglargelanguagemodels","out","","interface_agents","periphery","no",""
"title:automatiseeritudvearaportitelahendaminellmagentideabilsstemaatilinekirjanduselevaade","out","","science_of_science","periphery","no",""
"title:vibecodingandtechnicaldebtamultivocalliteraturereviewandmixedmethodsstudy","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2312.10101","out","","software_engineering","periphery","no",""
"arxiv:2606.11416","out","","software_engineering","periphery","no",""
"arxiv:2602.12256","out","","software_engineering","periphery","no",""
"arxiv:2607.01929","out","","software_engineering","periphery","no",""
"arxiv:2507.19942","out","","software_engineering","periphery","no",""
"arxiv:2504.14757","out","","software_engineering","periphery","no",""
"doi:10.1145/3796315.3796331","out","","software_engineering","periphery","no",""
"doi:10.1145/3808181","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2608.13292","out","","software_engineering","periphery","no",""
"arxiv:2606.26978","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.21804054","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2410.19461","out","","interface_agents","periphery","no",""
"arxiv:2604.19750","out","","interface_agents","periphery","no",""
"arxiv:2606.30119","out","","interface_agents","periphery","no",""
"arxiv:2606.20910","out","","interface_agents","periphery","no",""
"arxiv:2503.04957","out","","interface_agents","periphery","no",""
"doi:10.17605/osf.io/fk64b","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2510.03588","out","","software_engineering","periphery","no",""
"arxiv:2510.18270","out","","software_engineering","periphery","no",""
"arxiv:2505.11718","out","","science_of_science","periphery","no",""
"doi:10.1109/icse-seip66354.2025.00043","out","","software_engineering","periphery","no",""
"doi:10.18653/v1/2024.findings-acl.539","out","","interface_agents","periphery","no",""
"doi:10.1109/ase63991.2025.00234","out","","software_engineering","periphery","no",""
"doi:10.18653/v1/2024.findings-acl.8","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2402.02172","out","","software_engineering","periphery","no",""
"doi:10.1145/3650212.3685562","out","","software_engineering","periphery","no",""
"doi:10.3390/healthcare14131877","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2411.00816","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2409.16299","out","","software_engineering","periphery","no",""
"doi:10.1145/3696630.3728518","out","","software_engineering","periphery","no",""
"doi:10.65563/jeaai.v1i7.65","out","","software_engineering","periphery","no",""
"doi:10.52202/085713-4809","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.10953","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2410.17401","out","","interface_agents","periphery","no",""
"doi:10.1609/aaai.v40i45.41221","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2505.09875","out","","interface_agents","periphery","no",""
"doi:10.1111/1750-3841.70537","out","","science_of_science","not-a-source","no","journal editorial"
"arxiv:2512.23982","out","","software_engineering","periphery","no",""
"doi:10.1109/cseet66350.2025.00008","out","","software_engineering","periphery","no",""
"title:trustandcollaborationinaiassistedcodereviewforsoftwareengineeringteams","out","","software_engineering","periphery","no",""
"doi:10.1109/icaiic68212.2026.11454249","out","","software_engineering","periphery","no",""
"doi:10.1002/cae.70177","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.14683","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.22092248","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.19290","out","","software_engineering","periphery","no",""
"title:impactofgenerativeaionsoftwareteamcollaborationandcodereviewworkflows","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2511.13646","out","","software_engineering","periphery","no",""
"doi:10.1109/access.2026.3691783","out","","software_engineering","periphery","no",""
"doi:10.63282/3117-5481/aijcst-v7i5p103","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2412.11722","out","","software_engineering","periphery","no",""
"doi:10.1109/ms.2025.3597574","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.18106424","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2604.25880","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2604.26102","out","","software_engineering","periphery","no",""
"arxiv:2607.24601","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2604.05955","out","","software_engineering","periphery","no",""
"arxiv:2603.24359","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.16650","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2604.26469","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2505.13652","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2510.11838","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2511.16004","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2506.11425","out","","software_engineering","periphery","no",""
"arxiv:2603.11078","out","","software_engineering","periphery","no",""
"arxiv:2604.04580","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2601.22149","out","","interface_agents","periphery","no",""
"doi:10.1109/aixdke67294.2026.00021","out","","interface_agents","periphery","no",""
"doi:10.6084/m9.figshare.31851544.v1","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2604.24441","out","","interface_agents","periphery","no",""
"arxiv:2501.01149","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2510.17790","out","","interface_agents","periphery","no",""
"doi:10.48448/js4t-2a97","out","","interface_agents","periphery","no",""
"doi:10.18653/v1/2026.findings-acl.1465","out","","interface_agents","periphery","no",""
"arxiv:2505.18121","out","","interface_agents","periphery","no",""
"arxiv:2607.07946","out","","software_engineering","periphery","no",""
"doi:10.1145/3696630.3728549","out","","software_engineering","periphery","no",""
"doi:10.1145/3807901","out","","software_engineering","periphery","no",""
"title:designandevaluationofanaidriventasktocodefeedbackloopincicdpipelines","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19358477","out","","interface_agents","not-a-source","no","podcast episode"
"arxiv:2601.20380","out","","interface_agents","periphery","no",""
"doi:10.31219/osf.io/xbdrq_v1","out","","science_of_science","periphery","no",""
"arxiv:2604.22294","out","","science_of_science","periphery","no",""
"doi:10.1590/1806-9282.20230560","out","","science_of_science","periphery","no",""
"doi:10.1002/spe.70005","out","","software_engineering","periphery","no",""
"doi:10.1002/nur.22326","out","","science_of_science","periphery","no",""
"doi:10.1186/s13643-025-02997-8","out","","science_of_science","periphery","no",""
"doi:10.1109/tse.2025.3614469","out","","interface_agents","periphery","no",""
"doi:10.1111/jdv.20237","out","","science_of_science","periphery","no",""
"doi:10.1609/aaai.v40i35.40187","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2604.13940","out","","science_of_science","periphery","no",""
"doi:10.2196/preprints.84862","out","","science_of_science","periphery","no",""
"doi:10.5281/zenodo.21288634","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2603.23448","out","","software_engineering","periphery","no",""
"doi:10.3390/computers15040235","out","","software_engineering","periphery","no",""
"doi:10.1145/3797092","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2603.15401","out","","software_engineering","periphery","no",""
"title:theimpactofaidrivencodereviewondeveloperproductivityandsoftwarequality","out","","software_engineering","periphery","no",""
"doi:10.36948/ijfmr.2026.v08i04.85314","out","","software_engineering","periphery","no",""
"arxiv:2607.28587","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2509.02544","out","","interface_agents","periphery","no",""
"arxiv:2602.02262","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.18351797","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2511.00872","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2602.10487","out","","software_engineering","periphery","no",""
"arxiv:2605.22526","out","","software_engineering","periphery","no",""
"arxiv:2607.11111","out","","software_engineering","periphery","no",""
"arxiv:2607.07980","out","","software_engineering","periphery","no",""
"arxiv:2606.16038","out","","software_engineering","periphery","no",""
"arxiv:2606.07412","out","","software_engineering","periphery","no",""
"arxiv:2605.27605","out","","software_engineering","periphery","no",""
"arxiv:2603.17826","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2606.20120","out","","lab_automation","periphery","no",""
"arxiv:2606.03854","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2412.09605","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2511.13087","out","","interface_agents","periphery","no",""
"doi:10.1109/iccv51701.2025.00158","out","","interface_agents","periphery","no",""
"arxiv:2604.13488","out","","interface_agents","periphery","no",""
"doi:10.32657/10356/218901","out","","interface_agents","periphery","no",""
"arxiv:2506.11127","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2608.24749","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2602.15384","out","","interface_agents","periphery","no",""
"doi:10.1145/3805712.3808592","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2604.06367","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2604.16385","out","","interface_agents","periphery","no",""
"doi:10.52202/085713-0817","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2606.13385","out","","interface_agents","periphery","no",""
"doi:10.5281/zenodo.21292653","out","","interface_agents","periphery","no",""
"doi:10.5281/zenodo.21292654","out","","interface_agents","periphery","no",""
"doi:10.48448/kyp7-cc90","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2410.13757","out","","interface_agents","periphery","no",""
"doi:10.1109/icassp55912.2026.11463965","out","","interface_agents","periphery","no",""
"doi:10.48550/arxiv.2606.05171","out","","interface_agents","periphery","no",""
"arxiv:2604.13531","out","","interface_agents","periphery","no",""
"arxiv:2504.14239","out","","interface_agents","periphery","no",""
"arxiv:2608.21374","out","","science_of_science","periphery","no",""
"doi:10.1007/s00146-026-03049-y","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2605.11720","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2509.01619","out","","interface_agents","periphery","no",""
"doi:10.17632/bzfctjcfcf.2","out","","science_of_science","periphery","no",""
"doi:10.48550/arxiv.2405.15793","out","","software_engineering","periphery","no",""
"doi:10.37547/tajet/volume06issue07-11","out","","software_engineering","periphery","no",""
"doi:10.48550/arxiv.2601.20171","out","","software_engineering","periphery","no",""
"doi:10.5281/zenodo.19772005","out","","software_engineering","periphery","no",""
"doi:10.1007/s11334-026-00652-6","out","","software_engineering","periphery","no",""
