"candidate_id","run","kind","subject","statement","evidence_ref","count","denominator"
"c216","02_tango/v0.1","author-limitation","Xiao2026-openfoam-coding-agent","the authors state that errors requiring ""a deeper understanding of the underlying physics, which the agent currently lacks"" are more challenging, so ""human oversight remains essential"", that ""agent performance degrades as geometric complexity and physical stiffness increase"", that extending to complex three-dimensional or industrial workflows ""will require careful investigation and development"", and that mesh quality is ""largely determined by the LLM model itself""","arxiv:2602.11689","",""
"c217","02_tango/v0.1","author-limitation","Corridor","the authors state the defect taxonomy ""is seeded from defects actually encountered during development, not a comprehensive catalog"", that every reported score ""is a single-channel measurement; it is not a whole-model validation claim"", that the verification gate ""checks aggregate energy-balance and mass-added figures at the final solved cycle rather than the full time history"", so ""a transient event that self-resolves by the final cycle would pass the gate"" and ""hourglass energy is not currently checked"", that API spend ""is gated per call rather than per session"", that escalation messages go to stdout rather than a machine-readable channel, and that the analyst agent ""does not perform further investigation on its own""","doi:10.5281/zenodo.22554152","",""
"c218","02_tango/v0.1","author-limitation","DDA","the authors state the benchmark ""uses reference-ligand-derived centers and computational proxy metrics"" so ""experimental binding, activity, selectivity, pharmacokinetic, and safety studies remain necessary before biological or clinical conclusions can be drawn"", that the improvement ""mainly comes from framework-level completion and filtering strategies rather than performance breakthroughs in the underlying generation model itself"", that DDA ""does not dominate every individual molecular descriptor"", that the recovery outcomes ""are assessments of recovery-plan quality under controlled declared states, not physical re-execution"", and that a same-tool generic-agent baseline ""will be an important future experiment""","doi:10.3389/fchem.2026.1914886","",""
"c219","02_tango/v0.1","author-limitation","LLeM","the authors state that ""the current model accuracy degrades above 1 GHz due to simplified geometric assumptions in the HFSS model"", that ""the lumped RLC topology used in the paper is chosen as a proof of concept"", that ""the system currently relies on predefined geometric templates for QFN packages"", that ""a small sample size and the presence of outliers can cast doubt on the correlation between model size and RAG effectiveness"", and that the model is ""a relatively simple HFSS model, constructed by the agent for the purpose of providing a proof of concept autonomous LLM pipeline""","doi:10.1109/access.2025.3605803","",""
"c220","02_tango/v0.1","author-limitation","Grid-Mind","the authors state that the transient and electromagnetic-transient acceptance criteria ""are screening-oriented heuristics ... and do not constitute a replacement for utility-approved dynamic acceptance protocols"", that ""the evaluation does not yet constitute a blinded third-party benchmark"", that ""end-to-end numerical correctness validation against authoritative utility-grade reference studies ... has not yet been conducted"", that the contingency threshold ""is an implementation-specific parameter"", that ""the current mitigation action space is limited to shunt-like reactive compensation interventions"", that ""rigid pattern matching may fail to detect paraphrased or embedded numerical claims"", and that memory may saturate the context window","arxiv:2602.20683","",""
"c221","02_tango/v0.1","author-limitation","Aspen-MCP","the repository states that ""the 14B cannot write a single working script in the 20-task suite (0/19 in the definitive run); the 32B manages 3-4/19"", that ""the precise limitation is *global spec correctness*, not 'ignores errors'"", that one design task ""is NOT auto-scorable - its expected (0.5) is the target stated in the prompt, so the model scored a false PASS"", that semantic correctness is measured only on the simulator side, that ""Aspen COM does not initialize over SSH"", that the reported means come from small suites, and that ""reliability costs tokens, not time""","title:aspenplusmcpanmcpserveroftypedschemaconstrainedtoolsovertheaspenpluscomapi","",""
"c222","02_tango/v0.1","author-limitation","MCP Solver","the repository states that ""v4 is not yet installable from PyPI"" because the package name is held by a third-party upload of stale code and a name-transfer request is pending, and that the MiniZinc mode from the previous version is retired; no accuracy or failure-mode limitations are stated","title:mcpsolvermodelcontextprotocolserverforconstraintsolvingsatmaxsatsmtcpaspdp","",""
"c223","02_tango/v0.1","author-limitation","Onishi2026-reservoir-simulation-assistant","none stated; the nearest qualifications are framing rather than limitation - that the assistant ""is designed to augment, not replace, the established tools of the trade"", and that integrating these capabilities into industry-standard high-fidelity platforms ""represents an exciting evolution for the subsurface digital ecosystem""","title:247simulationloopshowagenticaikeepssubsurfaceengineeringmoving","",""
"c224","02_tango/v0.1","author-limitation","Zhang2025-llm-planning-bem-workflow","the authors state that ""each case study begins with the assumption that the model geometry is already established"", that ""only HVAC templates were utilized"", that ""there is a lack of user interaction; the current model operates without further engagement with the user"", that ""a more comprehensive validation approach across more diverse buildings, modeling cases, and input scenarios would be needed"", that ""data privacy concerns must be addressed when employing commercial LLMs"", that they ""focused on two common error examples"", and that ""the Gemini model fails to successfully operate Agent 3, specifically in generating single objects correctly""","title:automaticbuildingenergymodeldevelopmentanddebuggingusinglargelanguagemodelsagenticworkflow","",""
"c225","02_tango/v0.1","author-limitation","Agents4GEOS","the authors state that ""meshing complex reservoirs is particularly challenging and warrants a dedicated specialized agent"", that ""more robust skill coverage is needed to ensure all simulations complete correctly"", that ""interacting with running simulations - monitoring convergence, diagnosing stalls, and steering or restarting runs mid-execution - remains an open direction"", and that ""token usage has emerged as a meaningful factor in the overall budget""; within the session they also record that the injection-rate tension ""remains unreconciled in the sources"", that the relative permeability ""is an endpoint fit rather than the raw published curve"", and that the saturation maps ""used a density-based proxy""","arxiv:2607.18557","",""
"c226","02_tango/v0.1","author-limitation","EnergyPlus-MCP","the authors state that ""the current tool set focuses on model analysis and modification rather than complete model creation from scratch"", that ""the quality of AI-driven interactions heavily rely on the capabilities of the MCP client and the user's ability to formulate appropriate queries"", that ""users still need sufficient BEM knowledge to validate results"", that ""the protocol communication layer introduces minor computational overhead compared to direct EnergyPlus usage"", and that ""the server inherits any limitations present in the underlying EnergyPlus simulation engine""","doi:10.1016/j.softx.2025.102367","",""
"c227","02_tango/v0.1","author-limitation","Eppy-LLM","the authors state that ""the workflow depends on a pre-existing baseline IDF, assuming that building geometry and HVAC topology are already defined"", which ""restricts applicability in early-stage design"", that the rule-based editor ""may encounter parsing inefficiencies when applied to large commercial buildings with nested zones or intricate control sequences"", that ""semantic ambiguity in natural-language prompts can influence LLM interpretation"", that ""the current scope of evaluation metrics is limited to energy and comfort indicators"", and that ""minor variability can occur in the ordering of lower-ranked parameters across repeated runs""","doi:10.26868/30680611.2026.1305","",""
"c228","02_tango/v0.1","author-limitation","Chen2026-mcp-bem-paradigms","the authors state that ""this work represents an early exploration rather than a production-ready solution"", that the demonstrations ""employed a relatively simple residential model with three thermal zones and ideal loads"" so complex models ""may pose different challenges that this study does not address"", that language models ""can produce incorrect tool invocations, misinterpret user intent, or generate plausible but inaccurate explanations"", that with many tools available ""the model may select inappropriate tools or become confused by overlapping functionalities, and LLM non-determinism means identical prompts may yield different tool sequences across sessions"", and that ""token consumption and API latency accumulate across extended sessions, making scripted approaches potentially more efficient for large-scale parametric studies""","doi:10.1080/19401493.2026.2653969","",""
"c229","02_tango/v0.1","author-limitation","GPT+MCP framework","the authors state the system relies on ""pre-trained knowledge and the specific prompt it receives"", that it has no ""built-in ability to verify whether the predicted values align with physical laws unless such checks are explicitly added"", that response times are unsuitable for larger studies, and that it depends on a commercial model accessed through a proprietary black-box API","doi:10.3390/buildings15173190","",""
"c230","02_tango/v0.1","author-limitation","EngiAI","the authors state the benchmark problems ""are limited to Beams2D and Photonics2D"", that ""only four LLM backends were tested, primarily due to API cost constraints"", that the cluster training benchmark ""covers only two generative models ... and two cloud LLM backends"", that a user study with practising engineers was omitted, and that no single-agent baseline with identical tool access was run","doi:10.3929/ethz-c-000801434","",""
"c231","02_tango/v0.1","author-limitation","PetroGraph","the authors state that ""future work should focus on enhancing the RAG system to cover more nuanced simulator behaviour, implementing long-term memory for iterative multi-stage history matching, and refining the agent graph architecture to accommodate alternative workflows""","doi:10.48550/arxiv.2605.15028","",""
"c232","02_tango/v0.1","author-limitation","Carbonati2026-multi-agent-llm-acquisition","the authors state that language models exhibit ""erratic search dynamics in continuous spaces"" and a ""pronounced dependence on initial prompt configurations"", that the method ""fails to achieve the fine-grained numerical refinement required"" on smooth landscapes, and that single metric pairs are insufficient for complex objectives","doi:10.25417/uic.32994011.v1","",""
"c233","02_tango/v0.1","author-limitation","GAGAW","the author states that the fusion example ""uses a sequential, structure-constrained inversion, while other joint or coupled inversion methods are not yet integrated"", that ""geophysics coverage is narrow, centered on ERT, seismic refraction, and basic climate linkage"", that ""the current uncertainty quantification propagates only petrophysical parameter uncertainty"" so ""survey errors, including electrode position uncertainty, reciprocal measurement errors, and temperature drift, are not yet incorporated"", that ""LLM hallucinations pose risks without stricter schema validation, tests, and version pinning"", that ""climate-resistivity links are correlational without modeling"", and that ""GAGAW is designed to augment, not replace, geophysical expertise""","doi:10.1016/j.bdes.2026.100042","",""
"c234","02_tango/v0.1","author-limitation","TanabeSugano","the authors state the implementation ""does not aim to supplant the rigor inherent in ab initio methods and remains fundamentally distinct from it""","doi:10.26434/chemrxiv.15007941/v1","",""
"c235","02_tango/v0.1","absence-claim","00_executive_summary.md","(backed by query cells `q007`-`q010`) No admitted source drives a full life-cycle cost model — levelised cost, discounted cash flow or equivalent — as the system it controls. Economic quantities appear as objectives inside optimisation loops, not as the driven artefact. The energy-systems and geoenergy cells (`q007`–`q010`) were harvested without a paging cap on the OpenAlex side and eighteen further targeted web searches were logged.","q007;q010","",""
"c236","02_tango/v0.1","absence-claim","00_executive_summary.md","(backed by query cells `q001`-`q014`) **Nothing in the corpus reaches M4 or M5.** No source shows a system in routine use by people other than its authors, or an output that entered a real operational decision with third-party evidence. The 11 M3 rows are retrospective work against references the authors did not produce — a real reservoir [[doi:10.48550/arxiv.2605.15028]], named catalyst systems [[arxiv:2606.05050]], real crash-validation decks [[doi:10.5281/zenodo.22554152]], a hand-written expert implementation [[doi:10.48550/arxiv.2607.15001]]. Several authors say so in their own terms: ""an early exploration rather than a production-ready solution"" [[doi:10.1080/19401493.2026.2653969]]; ""early experience, not a controlled productivity benchmark"" [[doi:10.20944/preprints202608.1323.v1]].","q001;q014","",""
"c237","02_tango/v0.1","absence-claim","03_touchpoints.md","(backed by query cells `q007`, `q008`, `q009`, `q010`) No admitted source reports an agent driving a full life-cycle cost model — levelised cost of energy, discounted cash flow, or a comparable economic model — as the system it controls. The energy-systems and geoenergy query cells that would surface such work were run without hitting a paging cap on the OpenAlex side (`q007`, `q008`, `q009`, `q010`; `q007:arxiv` and `q009:arxiv` lost six and one record respectively to truncation) and the grey pass added eighteen further targeted web searches, logged as `w001`–`w018` in `queries.csv`; the shortlist they produced contains economic *objectives* inside optimisation loops, as cited above, but no system whose driven artefact is an economic model.","q007;q008;q009;q010","",""
"c238","02_tango/v0.1","absence-claim","04_evaluation.md","(backed by query cells `q001`-`q006` and `q011`-`q014`) **No benchmark in this corpus is shared across domains.** The core query cells covering simulation orchestration, solver control, scientific computing and computational discovery (`q001` through `q006`, `q011` through `q014`) were harvested in full after the paging caps were raised, and the grey pass added eighteen targeted web searches; no admitted source proposes or uses a cross-domain evaluation of agents driving scientific codes. Two sources argue for one from opposite directions — one calls for benchmarks that ""evaluate both final predictions and the workflows used to obtain them"" [[doi:10.48550/arxiv.2607.22596]], another notes that its own evaluation ""does not yet constitute a blinded third-party benchmark"" [[arxiv:2602.20683]] — but neither builds it.","q001;q006;q011;q014","",""
"c239","02_tango/v0.1","absence-claim","05_maturity.md","(backed by query cells `q001`-`q014`) **No admitted source demonstrates M4 or M5.** Nothing in the corpus shows a system in routine use by people other than its authors, or one whose output entered a real operational or design decision with third-party evidence. The core query cells were harvested in full after the paging caps were raised (`q001` through `q014`), the grey pass added eighteen targeted web searches aimed precisely at vendor and deployment material where such evidence would appear, and the industry sources it found report demonstrations rather than deployments [[title:247simulationloopshowagenticaikeepssubsurfaceengineeringmoving]]. Several sources say as much themselves: ""this work represents an early exploration rather than a production-ready solution"" [[doi:10.1080/19401493.2026.2653969]]; ""strong benchmark performance should be interpreted as infrastructure readiness rather than clinical readiness"" [[arxiv:2604.24696]]; ""the results are early experience, not a controlled productivity benchmark"" [[doi:10.20944/preprints202608.1323.v1]].","q001;q014","",""
"c240","02_tango/v0.1","absence-claim","06_failure_and_limits.md","(backed by query cells `q001`-`q014`) **No admitted source reports a case where its agent's output was accepted, acted on, and later found to be wrong.** Failures are reported as run-time errors caught inside the loop, as benchmark cases not passed, or as capability gaps for future work — never as a downstream consequence. The core query cells were harvested in full after the paging caps were raised (`q001` through `q014`) and the grey pass added eighteen targeted web searches; nothing admitted describes an incident, a retraction, or a corrected result. Given that section 05 finds no source above M3, this is what one would expect — systems that have not entered routine use cannot yet have failed in it — but it means the corpus contains no evidence at all about how these systems behave when they are trusted.","q001;q014","",""
"c241","02_tango/v0.1","absence-claim","07_periphery.md","(backed by query cells `q015`-`q022`) Beyond those six, no periphery record was read, so this run can say nothing about what the software-engineering or laboratory-automation literatures contain beyond their size and their group labels. The periphery cells (`q015` through `q022`) were harvested and triaged but never screened, and `shortlist.md` was read only for core-scope records. Any statement here about periphery *findings* would be unsupported, and none is made.","q015;q022","",""
"c242","02_tango/v0.1","evidence-hole","base_model","81 of 183 admitted sources state nothing for `base_model`.","papers.csv","81","183"
"c243","02_tango/v0.1","evidence-hole","tools_used","3 of 183 admitted sources state nothing for `tools_used`.","papers.csv","3","183"
"c244","02_tango/v0.1","evidence-hole","evaluation_method","2 of 183 admitted sources state nothing for `evaluation_method`.","papers.csv","2","183"
"c245","02_tango/v0.1","evidence-hole","baseline","49 of 183 admitted sources state nothing for `baseline`.","papers.csv","49","183"
"c246","02_tango/v0.1","evidence-hole","held_out","112 of 183 admitted sources state nothing for `held_out`.","papers.csv","112","183"
"c247","02_tango/v0.1","evidence-hole","data_type","71 of 183 admitted sources state nothing for `data_type`.","papers.csv","71","183"
"c248","02_tango/v0.1","evidence-hole","reported_result","64 of 183 admitted sources state nothing for `reported_result`.","papers.csv","64","183"
"c249","02_tango/v0.1","evidence-hole","maturity_claimed","27 of 183 admitted sources state nothing for `maturity_claimed`.","papers.csv","27","183"
"c250","02_tango/v0.1","evidence-hole","author_stated_limitations","69 of 183 admitted sources state nothing for `author_stated_limitations`.","papers.csv","69","183"
"c251","02_tango/v0.1","evidence-hole","code_availability","111 of 183 admitted sources state nothing for `code_availability`.","papers.csv","111","183"
"c252","02_tango/v0.1","evaluation-hole","baseline","12 of 98 deep-read systems compared against no baseline.","papers.csv (tier core)","12","98"
"c253","02_tango/v0.1","evaluation-hole","held_out","78 of 98 deep-read systems report no held-out evaluation.","papers.csv (tier core)","78","98"
"c254","02_tango/v0.1","evaluation-hole","data_type","28 of 98 deep-read systems were evaluated on synthetic data only.","papers.csv (tier core)","28","98"
"c255","02_tango/v0.1","evaluation-hole","maturity_ceiling","40 of 98 deep-read systems demonstrate M1 or below; 11 reach M3 or above.","papers.csv (tier core)","40","98"
"c256","02_tango/v0.1","claim-gap","SimAgent","Evaluation demonstrates M1; the source asserts: ""Our implementation enables the LLM agent to access any compatible computing resource through Parsl.""","doi:10.1145/3731599.3767349","",""
"c257","02_tango/v0.1","claim-gap","PDE-Agents","Evaluation demonstrates M1; the source asserts: ""demonstration of production-grade reliability for the full agent stack""","doi:10.48550/arxiv.2606.07850","",""
"c258","02_tango/v0.1","claim-gap","APS-Agent","Evaluation demonstrates M1; the source asserts: ""the framework's capabilities in analysis, optimization, and guided construction suggest LLM-based agents can become valuable collaborators""","doi:10.1016/j.dche.2026.100312","",""
"c259","02_tango/v0.1","claim-gap","DynaMate2","Evaluation demonstrates M1; the source asserts: ""DynaMate2 offers a template rather than a finished product""","doi:10.48550/arxiv.2605.20819","",""
"c260","02_tango/v0.1","claim-gap","aihydro-tools","Evaluation demonstrates M1; the source asserts: ""reproducibility should be structural, not post-hoc""","doi:10.5281/zenodo.19597589","",""
"c261","02_tango/v0.1","claim-gap","Schafer2026-chemasim-process-agent","Evaluation demonstrates M1; the source asserts: ""In all cases, the process development agent is able to design reasonable process flowsheets based solely on the analysis of thermodynamic behavior""","doi:10.48550/arxiv.2603.12813","",""
"c262","02_tango/v0.1","claim-gap","WARA","Evaluation demonstrates M1; the source asserts: ""WARA can already construct a clearer optimization research structure""","doi:10.48550/arxiv.2608.14573","",""
"c263","02_tango/v0.1","claim-gap","GAIA","Evaluation demonstrates M1; the source asserts: ""GAIA represents a pioneering application of agentic RAG workflows in geothermal field development.""","doi:10.48550/arxiv.2511.03852","",""
"c264","02_tango/v0.1","claim-gap","Xu2026-agentic-urban-digital-twins","Evaluation demonstrates M0; the source asserts: ""agentic digital twins have the potential to evolve into a central operating system for smart cities""","doi:10.1016/j.compenvurbsys.2026.102449","",""
"c265","02_tango/v0.1","claim-gap","VASPilot","Evaluation demonstrates M1; the source asserts: ""an open-source platform that fully automates VASP workflows""","doi:10.48550/arxiv.2508.07035","",""
"c266","02_tango/v0.1","claim-gap","Jadhav2024-llm-fem-truss-designer","Evaluation demonstrates M1; the source asserts: ""These results highlight the promise of LLM agents to function as a new class of natural language-based, reasoning-driven optimizers""","doi:10.1080/09544828.2026.2624356","",""
"c267","02_tango/v0.1","claim-gap","Jan2026-agentic-digital-twin-ATSC","Evaluation demonstrates M1; the source asserts: ""The present work uniquely combines all three components - digital twin, agentic AI with LLM-driven reasoning, and MCP-secured action execution - into a unified, compile-ready operational framework.""","doi:10.48550/arxiv.2604.27753","",""
"c268","02_tango/v0.1","claim-gap","FoamPilot","Evaluation demonstrates M1; the source asserts: ""proof-of-concept""","doi:10.48550/arxiv.2412.17146","",""
"c269","02_tango/v0.1","claim-gap","TO-Master","Evaluation demonstrates M1; the source asserts: ""TO-Master removes the burden of trivial setup and routine model construction, lowers the modeling barrier of TO, and preserves a reliable numerical workflow.""","arxiv:2607.01812","",""
"c270","02_tango/v0.1","claim-gap","OpenFOAMGPT","Evaluation demonstrates M1; the source asserts: ""our results underscore the agent's potential to significantly streamline or even automate advanced CFD tasks with minimal human input""","doi:10.1063/5.0257555","",""
"c271","02_tango/v0.1","claim-gap","MatSciAgent","Evaluation demonstrates M1; the source asserts: ""the system shows the stability required for materials research""","doi:10.1038/s43246-025-00994-x","",""
"c272","02_tango/v0.1","claim-gap","SwarmFoam","Evaluation demonstrates M1; the source asserts: ""successfully realizing intelligent CFD proxy""","doi:10.2139/ssrn.6074109","",""
"c273","02_tango/v0.1","claim-gap","PDEFlow","Evaluation demonstrates M1; the source asserts: ""The framework is designed for repeatable scientific and engineering workflows where many related physics configurations must be specified, simulated, learned, and queried with minimal manual intervent""","arxiv:2607.05134","",""
"c274","02_tango/v0.1","claim-gap","Engineering.ai","Evaluation demonstrates M1; the source asserts: ""This work demonstrates that agentic-AI-enabled AI engineers have the potential to perform complex engineering tasks autonomously.""","doi:10.48550/arxiv.2511.00122","",""
"c275","02_tango/v0.1","claim-gap","CFDagent","Evaluation demonstrates M1; the source asserts: ""Through extensive tests on canonical and realistic scenarios, we demonstrate the robustness, versatility, and practical applicability of CFDagent.""","doi:10.1063/5.0294696","",""
"c276","02_tango/v0.1","claim-gap","TopOptAgents","Evaluation demonstrates M1; the source asserts: ""In such cases, the proposed framework reliably produces converged designs where a single state-of-the-art LLM struggles.""","arxiv:2605.23273","",""
"c277","02_tango/v0.1","claim-gap","MASTER","Evaluation demonstrates M1; the source asserts: ""multi-agent collaboration accelerates materials discovery and marks a new paradigm for autonomous scientific exploration""","doi:10.48550/arxiv.2512.13930","",""
"c278","02_tango/v0.1","claim-gap","Petkovic2025-raspa-multiagent","Evaluation demonstrates M1; the source asserts: ""highlighting this approach's potential to enable fully autonomous, scalable materials characterization""","doi:10.48550/arxiv.2509.10210","",""
"c279","02_tango/v0.1","claim-gap","LARA-HPC","Evaluation demonstrates M1; the source asserts: ""The results show that validation-driven generation significantly improves robustness and enables iterative correction of both syntactic and physical inconsistencies.""","doi:10.48550/arxiv.2604.22571","",""
"c280","02_tango/v0.1","claim-gap","AutoSurrogate","Evaluation demonstrates M1; the source asserts: ""the proposed framework establishes a new paradigm for surrogate modeling, shifting from manual and heuristic workflows to automated, scalable, and intelligent model construction""","doi:10.48550/arxiv.2604.11945","",""
"c281","02_tango/v0.1","claim-gap","MatClaw","Evaluation demonstrates M1; the source asserts: ""LLMs already handle code generation and scientific interpretation reliably, and the rapid improvement in their capabilities will accelerate materials discovery""","arxiv:2604.02688","",""
"c282","02_tango/v0.1","claim-gap","Masgent","Evaluation demonstrates M1; the source asserts: ""positioning it as a next-generation computational assistant capable of accelerating both exploratory and production-level materials simulations""","arxiv:2512.23010","",""
"c283","02_tango/v0.1","claim-gap","OpenFOAMGPT","Evaluation demonstrates M1; the source asserts: ""the framework adeptly handles a range of flow configurations (including single- and multi-phase flow) in just a few iterations""","doi:10.1016/j.taml.2025.100623","",""
"c284","02_tango/v0.1","claim-gap","El Agente Solido","Evaluation demonstrates M1; the source asserts: ""El Agente Solido exemplifies a rapid shift toward agentic computational chemistry""","doi:10.48550/arxiv.2602.17886","",""
"c285","02_tango/v0.1","claim-gap","MooseAgent","Evaluation demonstrates M1; the source asserts: ""MooseAgent can largely automate the simulation process""","doi:10.48550/arxiv.2504.08621","",""
"c286","02_tango/v0.1","claim-gap","MDAgent","Evaluation demonstrates M1; the source asserts: ""MDAgent can effectively assist experts in semi-automating domain-specific tasks, serving as a valuable support tool.""","doi:10.1038/s41598-025-92337-6","",""
"c287","02_tango/v0.1","claim-gap","R-LAM","Evaluation demonstrates M1; the source asserts: ""This work does not claim autonomous scientific discovery or fully automated research. The framework is designed to assist, not replace, human scientific judgment.""","doi:10.48550/arxiv.2601.09749","",""
"c288","02_tango/v0.1","claim-gap","Tan2026-aspen-reasoning-agent","Evaluation demonstrates M1; the source asserts: ""The developed agent served as a prototype that successfully integrated reasoning with the Reasoning-Acting framework, with its current efficacy being shaped by both prompts and selection of LLMs.""","doi:10.1038/s44172-025-00583-3","",""
"c289","02_tango/v0.1","claim-gap","Laub2026-text2flowsheet-pipeline","Evaluation demonstrates M1; the source asserts: ""We show that our integrated pipelines can faithfully collect and digitize chemical process information""","doi:10.69997/pse.120458","",""
"c290","02_tango/v0.1","claim-gap","Sakhinana2024-rait","Evaluation demonstrates M1; the source asserts: ""our framework matches the performance of large-scale proprietary models on benchmark datasets, proving its effectiveness and usability""","doi:10.48550/arxiv.2408.15866","",""
"c291","02_tango/v0.1","claim-gap","OpenFOAMGPT","Evaluation demonstrates M1; the source asserts: ""Rigorous trustworthiness verification confirms that properly designed multi-agent systems can achieve the reliability standards necessary for zero-tolerance scientific computing applications while sig""","doi:10.1016/j.ijheatfluidflow.2026.110399","",""
"c292","02_tango/v0.1","claim-gap","M.A.R.V.I.N.","Evaluation demonstrates M0; the source asserts: ""M.A.R.V.I.N. provides generalizable, software-led architecture for reproducible materials discovery.""","doi:10.5281/zenodo.19835550","",""
"c293","02_tango/v0.1","claim-gap","EnergyPlus-MCP","Evaluation demonstrates M1; the source asserts: ""This paper introduced EnergyPlus-MCP, the first novel and open-source Model Context Protocol server for EnergyPlus building energy simulation.""","doi:10.1016/j.softx.2025.102367","",""
"c294","02_tango/v0.1","claim-gap","GPT+MCP framework","Evaluation demonstrates M1; the source asserts: ""This work establishes a reproducible framework for trustworthy AI-assisted analysis in engineering, offering a scalable foundation for future developments in optimisation and regulatory automation.""","doi:10.3390/buildings15173190","",""
"c295","02_tango/v0.1","unread-source","abstract_only","85 of 183 admitted sources were never read beyond an abstract, so nothing in them contributes to any characterisation.","papers.csv","85","183"
"c296","02_tango/v0.1","unread-source","doi:10.2118/229629-ms","core write-up; it is one of very few sources whose stated subject is an agent orchestrating sampling, simulator execution and adaptive surrogate retraining together, so it bears on `surrogate-modelling`, `optimisation-loop` and `hpc-scale-out` at once. Abstract-only forces `not stated (abstract only)` maturity","paywalled.md","",""
"c297","02_tango/v0.1","unread-source","doi:10.2118/229905-ms","core write-up; the abstract names simulation model compliance and well placement optimisation but not what engine is driven or how, which is exactly the `what_it_drives` and `interface` evidence the run is thinnest on","paywalled.md","",""
"c298","02_tango/v0.1","unread-source","doi:10.2118/232332-ms","core write-up; one of only a handful of admitted sources combining `surrogate-modelling`, `optimisation-loop`, `uncertainty-quantification` and `techno-economic` in one system","paywalled.md","",""
"c299","02_tango/v0.1","unread-source","doi:10.2118/230773-ms","nothing for the touchpoint grid — it is a high-level evaluation, already `context`. Reading it would firm up the periphery/`context` boundary in section 08 and nothing else","paywalled.md","",""
"c300","02_tango/v0.1","unread-source","doi:10.1063/5.0330986","core write-up; the abstract states an automated LLM workflow drives large-scale parametric CFD, which would be direct `config-generation` plus `hpc-scale-out` evidence with a named engine","paywalled.md","",""
"c301","02_tango/v0.1","unread-source","doi:10.1109/tii.2026.3669495","core write-up; Abaqus is named in the title, so `what_it_drives` is already known, but the evaluation, the autonomy rating and the hallucination-handling the abstract gestures at are not","paywalled.md","",""
"c302","02_tango/v0.1","unread-source","doi:10.1109/icept67137.2025.11157286","core write-up; mesh refinement is a `solver-control` surface that few admitted sources touch, and the abstract does not say what mesher or solver is driven","paywalled.md","",""
"c303","02_tango/v0.1","unread-source","doi:10.1109/e-cargo65996.2025.11139170","nothing — a review, already `context`","paywalled.md","",""
"c304","02_tango/v0.1","unread-source","doi:10.1109/etfa65518.2025.11205636","could support `core` — the abstract promises case studies as proof of concept, which is the difference between an architecture paper and an evaluated system","paywalled.md","",""
"c305","02_tango/v0.1","unread-source","doi:10.1109/mcomstd.2026.3669229","nothing for the grid — a survey, already `context`. Its ""limitations"" section would be quotable evidence for section 06 if opened","paywalled.md","",""
"c306","02_tango/v0.1","unread-source","doi:10.1109/sci68648.2025.11333875","nothing — admitted `context` under the HPC-operations rule, and reading it would not move it to `core`","paywalled.md","",""
"c307","02_tango/v0.1","unread-source","doi:10.1109/ticps.2026.3665499","could support `core` — plan verification against a simulation is `verification-regression` evidence, and the abstract says the verification exists but not how it was measured","paywalled.md","",""
"c308","02_tango/v0.1","unread-source","doi:10.3997/2214-4609.202639027","core write-up; it compares three MCP server designs against each other, which is the only head-to-head comparison of `tool-exposure` designs in the admitted set","paywalled.md","",""
"c309","02_tango/v0.1","unread-source","doi:10.3997/2214-4609.202637165","core write-up; the abstract describes grid construction, geometry manipulation, heterogeneity generation and well configuration from intent, which is `topology-construction` and `config-generation` evidence with no substitute in the corpus","paywalled.md","",""
"c310","02_tango/v0.1","unread-source","doi:10.3997/2214-4609.2024637030","little — a one-paragraph conference abstract proposing a framework; it would stay `context`","paywalled.md","",""
"c311","02_tango/v0.1","unread-source","doi:10.3778/j.issn.1673-9418.2508051","could support `core`; AutoCode4OF generates OpenFOAM interface code end-to-end and the abstract does not say whether the generated cases were run","paywalled.md","",""
"c312","02_tango/v0.1","unread-source","doi:10.26434/chemrxiv.15006587/v1","little, uniquely — the authors' repository was readable and is admitted `core` under the same `system_id`, so the system itself is in the grid. The preprint would add the peer-review-facing framing and nothing the repository does not already evidence","paywalled.md","",""
"c313","02_tango/v0.1","unread-source","doi:10.6084/m9.figshare.30931802","core write-up, and it is one of the few admitted sources whose agent-proposed candidate was synthesised and measured, so it is the corpus's strongest candidate for a maturity above M3. Abstract-only forces `not stated (abstract only)`","paywalled.md","",""
"c314","02_tango/v0.1","unread-source","title:agenticaienabled…","core write-up; the abstract reports a 6,156-run agentic benchmark, which would be the largest single evaluation in the corpus, but the orchestration modes it compares and the failure behaviour are in the unreadable chapters","paywalled.md","",""
"c315","02_tango/v0.1","unread-source","doi:10.1016/j.net.2026.104573","core write-up; it is one of only three admitted sources tagged `uncertainty-quantification`, and the only one that reports calibrated coverage against a human-expert pipeline on the same search","paywalled.md","",""
"c316","02_tango/v0.1","unread-source","doi:10.26434/chemrxiv-2025-f1wcr","modest; the abstract already states the system generates rather than runs optimisation code, which fixes its `autonomy` at `suggests`. Reading it would settle whether the generated pipelines were executed","paywalled.md","",""
"c317","02_tango/v0.1","unread-source","doi:10.26434/chemrxiv.15005838/v1","core write-up; replayable state-graph orchestration is the corpus's clearest `provenance-reproducibility` design and the abstract gives no evaluation numbers at all","paywalled.md","",""
"c318","02_tango/v0.1","unread-source","doi:10.1016/j.jma.2025.08.021","little for the grid — the abstract makes clear the agent advises rather than drives, so it would stay `context` on the autonomy axis even if read","paywalled.md","",""
